,Price,Location,URL,Date,Title,condition,make / manufacturer,model name / number,part type,num image,text,bicycle frame material,bicycle type,frame size,wheel size,brake type,handlebar type,size / dimensions,electric assist,suspension,paint color,year manufactured
1207,775.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-serotta-colorado-crl-road/7472779379.html,2022-04-18 10:11,Serotta Colorado CRL Road Bike 63 cm,,,,,0,,,,,,,,,,,,
1208,100.0,flagstaff,https://flagstaff.craigslist.org/spo/d/flagstaff-yakima-bike-rack-trunk-rack/7463674425.html,2022-04-18 09:56,"Yakima bike rack, trunk rack", like new,,,,0,"Yakima Hangout 2 Bike Rack:  Super simple and built to last, the new HangOut offers grab-and-go bike carrying convenience for almost any vehicle. The adjustable strap system and QuickTrigger hub make installation easy, and the padded feet and coated metal buckles protect your vehicle’s paint. Integrated StableCradles keep your bikes secure and make loading and unloading a piece of cake. When you aren’t off adventuring, the HangOut folds flat for compact storage.  Specs:  Color	Black Vehicle Service Type	Passenger Car Material	Metal Brand	YAKIMA Item Dimensions LxWxH	23 x 21 x 10 inches Item Weight	14.5 Pounds Folding	Yes  Cash only.",,,,,,,,,,,
1209,2400.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-2021-norco-fluid-fs-20-full/7467522255.html,2022-04-18 08:13,2021 Norco Fluid FS 1 20 / Full suspension 20in bike, excellent,,,,5,"Great opportunity to score a slightly used 2021 Norco Fluid FS 1 20.   This is arguably one of the best full suspension 20 inch Mountain bikes on the market. Rad Geometry and has all the good parts Shimano brakes / shifting,10 speed transmission. SDG saddle and handlebars. Suspension and Dropper post specifically tuned for kids weight.  Fox rear shock 100mm travel  Manitou J-Unit 20"", Expert 120mm travel   This bike was well taken care of and slightly used by my daughter.   For all the specs : https://www.norco.com/bikes/2021/youth/youth-trail/fluid-fs-youth/fluid-fs1-2/  Cost $3200 new   Bike is ready to ride.  Norco , specialized ,Trek, yeti , Santa Cruz  Pivot , kids bike , kids mountain bike, Full suspension , 20 in , 20in , 20 inch.  Bike , sale. Kids full suspension bike.  Downhill , enduro, DH , YT , commencal , Fox", aluminum, mountain,,, disc (hydraulic),,,,,,
1210,1200.0,flagstaff,https://flagstaff.craigslist.org/mpo/d/flagstaff-1968-honda-scrambler-90/7466176848.html,2022-04-17 17:23,1968 Honda SCRAMBLER 90,,,,,12,"Very Rare CL-90 Scrambler in Candy Red. Second year for HONDA's first Off-Road(vs. trail bikes) capable 90cc Motorcycle, based on the famous SUPER 90 street bike, with the 8hp engine! This bike, like it's street cousin, can do an honest 65mph in 4th gear! Still has the original 8hp Carburetor with it's correct intake manifold and air-cleaner boot. Sadly, it's missing the original engine and exhaust, as well as the air-cleaner and seat. Tank also needs new badges and knee-pads. Fortunately, all of these missing parts(including engine) are commonly available new or used on ebay, and all are still made to this day, for sale in the Asian markets(search for Super 90 and CM-200 parts)! Everything there is all original, right down to the tires and grips. The chromed fenders are both straight, but starting to get tarnished. It has the rear passenger foot-pegs too. In storage for almost 20 years. I was going to restore it(they sell for over $2,400), but I'll never have time to finish it. Good rolling project bike. I'll help you load. Asking $1,200 or best offer. Trade considered, but only if you include pictures.",,,,,,,,,,,
1211,2800.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-2021-canyon-ultimate-like-new/7472548235.html,2022-04-17 17:00,2021 Canyon Ultimate (Like New), like new, Canyon, Ultimate CF SL 8,,7,"2021 Canyon Ultimate CF SL 8 in XS (~52cm, use the online bike size calculator from Canyon to see if this fits you: https://www.canyon.com/en-us/road-bikes/race-bikes/ultimate/cf-sl/ultimate-cf-sl-8/2861.html)  This bicycle was purchased Oct 2021 and has been wall decoration during the Flagstaff winter. Now, I'm relocating and need to downsize my bicycle collection. My unfortunate timing is your gain.   FAQ:   Q: How much did you pay for this brand new? A: The price on Canyon.com is $2900. Tax and shipping brought my take-home cost to $ 3,234.27.  Q: What components are on the bicycle? A: It's identical to what you see the Canyon website: https://www.canyon.com/en-us/road-bikes/race-bikes/ultimate/cf-sl/ultimate-cf-sl-8/2861.htm (i.e., 1-piece bar+stem, full ultegra, GP5000's, DT Swiss PR1600s). I'll throw in a pair of pedals to get you riding ASAP.  Q: Any Damage? A: Minor scuff on the rear derailleur. See picture  Q: Any carbon damage? Ever been crashed? A: Nope!  Q: Will this fit me? How tall are you? A: I'm 5'7""   Q: Will this bicycle make me the envy of all my roadie friends? A: Absolutely!  Q: I want it. How do I pay you? A: Respond to this listing; cash or Venmo is accepted.", carbon fiber, road, XS (~52cm), 700C, caliper,,,,,,
1212,400.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-trek-hybrid-fx-bike-bright/7462574506.html,2022-04-17 09:00,"Trek Hybrid FX 1 bike, bright blue, small frame with extras",,,,,0,,,,,,,,,,,,
1213,260.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-vintage-80s-bianchi-tourist/7461789261.html,2022-04-16 13:47,Vintage 80’s Bianchi Tourist Mixte step through size 48.5, good, Bianchi, Tourist,,4,Vintage Bianchi Tourist mixte step through bike for sale. Size is about a 48.5cm. Great for anybody 5’5”ish and under. Steel frame. Fenders. New rear tire and grips. She runs smooth and is surprisingly fast. One of my favorite bikes. But it’s just too small., steel, cruiser, 48.5 ish, 27 in,,,,,,,
1214,185.0,flagstaff,https://flagstaff.craigslist.org/bik/d/humboldt-its-spring-and-ive-got-bikes/7459978929.html,2022-03-18 13:47,It's Spring and I've got bikes, good, Trek, 700,,7,"Okay, as the add says, I've got bikes. They're all bike shop quality. This is my retirement hobby now for about 15 years. I'm just over an hour from NAU and I bring the bikes to you. Feel free to ask questions. The bikes listed will match up with the pictures. Also, if you don't see what you're looking for, I have others.   Fuji Gran Tourer/ SS.  $185 Trek 700.      $185 Trek 700.     $185 Quattro Assi.    $280 Centurion/ Nishiki SS.    $195 Windsor International. $225 Gary Fisher Joshua F 2.   $320", steel, road, Large, 700C,,,,,,,
1215,50.0,flagstaff,https://flagstaff.craigslist.org/bop/d/flagstaff-saris-the-boss-bike-stand/7471243589.html,2022-04-14 10:22,"Saris - The Boss bike stand, perfect condition",,,,,7,"Holds & stabilizes by the rear axle, uses soft, rubber dipped fingers.  Lightweight, folds flat, very portable.  Fits bikes with tires from 20"" to 29"".",,,,,,,,,,,
1216,9999.0,flagstaff,https://flagstaff.craigslist.org/wad/d/flagstaff-wanted-old-motorcycles/7470830444.html,2022-04-13 10:53,Wanted Old Motorcycles 📞1(800) 220-9683 www.wantedoldmotorcycles.com,,,,,24,"Wanted Old Motorcycles (1930's 1940's 1950's 1960's 1970's) For Private Collection. www.wantedoldmotorcycles.com  Buying ""as is"" condition, picking up and paying fair market value. One bike, a barn full or NOS part lots.  Contact for a CASH offer on your old motorcycle:  ✅ Call ☎ (800)220-9683  ✅ Visit the WEBSITE: www.wantedoldmotorcycles.com  In search of 1980 and older: Harley Davidson Knucklehead Panhead Shovelhead Flathead AMF Honda: CB CB750 FOUR Sandcast K0 K1 K2 K3 CBX 1000 CB400F CB450 CB550 CT70 Trail 70 CB400 Kawasaki: H2 750 Triple Z1 KZ 900 H1 500 KZ900 Z1R KZ1000 MK2 MKII LTD KZ1300 S2 S3 KH400 Norton: Commando Atlas P11 Ranger Manx Jubilee Navigator Dunstall Rotary 850 Dominator 900kz 900z BMW: R50 R50/2 R60 R65 R60/2 US R50/2 R27 R80 R90 R75/6 R90/6 R100 r100RS r90S R69s R69 R69US Triumph: X-75 Hurricane Bonneville Trident Tiger Daytona 650 t120 t140 t150 t160 Pre Unit X75 z1000 Yamaha: RD Rd350 Rd400 XS1 XS1B R5 XS650 Big Bear YA1 1973 1974 1975 1976 1977 1978 1979 Suzuki: GT750 Waterbuffalo RE5 GT380 GT500 GT550 T500 Titan Re-5 Indy Water Buffalo T350 BSA: Rocket 3 Gold Star Thunderbolt Lightning Spitfire Golden Flash B44 Victor Special A50 A65 Indian: Chief Junior Scout Arrow V Twin Factory Hillclimber Single Belt Drive Hendee Prince 1000kz Ducati: 750ss GT 860 Monza DM750 900ss GTS Darmah Desmo Mk3 Diana Elite DM450 SCR R/T RT  Husqvarna: 360 400 cross WR450 Sportsman Prototype 1965 1966 1967 1968 1969 1970 1971 1972 Moto Guzzi: Le Mans Eldorado Ambassador Falcone Lemans V7 Sport 750S T3 Airone El Dorado All other makes, RUNNING OR NOT, JUNK OR MINT. No GL1000 Goldwings or 1981 and newer  Paying you and picking up at your location, very safe, super easy. You won't have to bring your motorcycle anywhere.  Willing to purchase immediately in any condition: good or bad, complete, incomplete, restored or needing restoration.  If you lost your title or registration, not a problem.  Why not take a minute now go to website: www.wantedoldmotorcycles.com Find out what yours is worth in a couple minutes while relaxing in comfort on sitting on your sofa couch or desk chair.   Buying ""as is and where is"" means exactly as it sounds. Whatever shape it's in and wherever located, buried in cluttered basements or outside in a overgrown back yard. Excellent classic survivors, fixer upper winter projects, junker bikes too.  Get the details how to turn your motorcycle into the money you want the ez way at website: www.wantedoldmotorcycles.com   SELLING DOES NOT GET EASIER!  Call to get a offer, the number is a landline not a cell phone: (800)220-9683, please leave a message if no answer.   GET PAID THE IMMEDIATE MONEY YOU WANT! PAYING AND PICKING UP AT YOUR LOCATION.  Please dont contact if you are trying to buy, nothing is for sale, no trades or barter, everything is kept.  www.wantedoldmotorcycles.com  Own a antique motorcycle untouched the past 30 years? Sell it! Get paid the money you want. Make room in your garage, shed, building or reclaim the basement space. Regardless of condition, send a email with your asking price. If you don't know how much you want, attach a few pictures with your digital camera or iPhone and ask for an offer. Fast, simple and you don't have to get a basket case put together, clean it up or do anything to the motorcycle. Always buying things ""as is"", coming to you, at a time that works on your schedule, weekdays or weekends. Spending huge amounts for vtg dealership NEW OLD STOCK, fastest payment, speedy removal. www.wantedoldmotorcycles.com  Call (800)220-9683 please no text messages (This is a land line not a cellphone or smartphone) voicemails ok.  ALWAYS BUYING AS IS! You won't need to do a thing. Don't wash it, just count the cash. It can not get easier.  For an instant offer go to the website and include pics or info anytime. Its the best way to sell at the price you want. ✅ Use the Online Form: https://www.wantedoldmotorcycles.com/contact.html (copy and paste link)  WTB: Vintage Post war British * Japanese * American * Italian * French * German * Laverda - Rickman - Bultaco - Benelli - Matchless - Royal Enfield - Vincent - Velocette - Parilla - NSU - Morini - Aermacchi - Maico - Hodaka Combat Wombat - Rokon - Brough Superior - MV Agusta - Motobi - Sachs - Rupp - Greeves - Ace - Ossa - Vizio - Montesa - Mondial - Premier - Fantic - Pope - Henderson - Cleveland - Excelsior - Flying Merkel - Crocker - Ariel - Casal - Horex - Cyclone - Gilera - Kaizom - AKT - Jawa - Hercules - Buell - Bimota - Whizzer - Tomahawk - Maserati - Bianchi - Cagiva - Yale - Nimbus - Panther - Artic Cat - Rudge - Scott - Terrot - Ural - DKW Dogs -Thor - Sony - Metisse - Motosacoche - James - Cushman - Bombardier - Universal - AJS - KTM - ESO - CZ - Zundapp - Rumi - Can-am - Fratelli Ferrari - Sunbeam - Ski-doo Mini-trail - Ceccato - Puch - Lambretta - Vespa scooter moped - Simplex - ISO 1950s: 1950 1951 1952 1953 1954 1955 1956 1957 1958 1959 1960s: 1960 1961 1962 1963 Two Stroke Triples S1 Mach I 250cc 350cc 400cc H1500 III 500cc KH500 H2750 IV 750cc Z1900 900cc Z1-R z900 kh KZ-1000 MK. Mark II 60's 70's 80's 1 2 3 4 I widow maker Supersport SS 1000cc 1300cc MK11 Z1R-TC MKV MKIV MKIII ATP TC2 Kz900ltd 1000z KZ1000LTD 1982 KZ1000R. 1980's 81 82 Z750RS Z2 z1300 KSR KZ-1100 KZ650 KZ750 Samurai cb750k K4 K5 K6 CB-750 CB750F CB350F C100E CZ100 CB350 GS400 GS425 Black Bomber CB500 CB550F HD Trophy Tigress Bantam RM250 RD500 256gb 1964 RZ500 RZ350 RZ XS-1 XS1-B 32gb XS-650 128gb TZ 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 74 76 77 78 79 Z1-R Z1A Z1B Z1-A Z1-B H2A H2B H2C H1a h1B H1C H1D H1E H1F z1-a z1-b h2-a h2-b h2-c kzp turbo charged blower models Rd250 California Edition Goldstar Thunderbird Shooting Fleetstar Barracuda International Wes Cooley, Eddie Lawson replica racing ELR, autograph shovel Mathews Craig Vetter CBX1000 CB71 CB77 Superhawk  THINKING OF THINK OF SELLING, CALL TODAY! (800)220-9683  Seeking those serious collectors who spent their entire life collecting, retired dealers having left over inventory large or small should hold out for Top Dollar, Kelly BlueBook or NADA appraised estimates. Fine museum quality rarities are practically unique and deserve highest possible, KBB book appraisal prices, receive a total fortune. Dear sir, you found the buyer.  Seller Option 1: Spend hard earned dollars on a mechanic to fix your project or doing repairs or restorations yourself. Grab a repair manual service guide hunting for correct tools. Pull out the iPad, start ordering the missing parts to rebuild it, taking weeks assembling, cleaning washed waxed detailing, a second fresh wax detail, listing on Facebook marketplace for the first stranger to arrive in a car, not even a truck, complaining wanting it delivered, tire kicking, offering less then half or a trade, Meeting halfway for delivery. Horror stories hasn't that happened! Theres a right way and a wrong way.   Sellers options 2: PICK UP YOUR PHONE DIAL 800-220-9683 NO WORK! QUICK! CONVENIENT! HASSLE FREE!   Finder fees payments if lead is purchased! Plus earn bucks for tips! Maybe a cousin still owns his retro cafe racer. Attend weekend neighborhood sales? Spot a nice survivor, get a bonus cut if its bought! Locate a dragster that doesnt run at flea markets, Aunt Sue has her dad's chopper, she might be curious to a estimate. Nobody wants silly pawn shop pricing, ask a expert. Don't ask your only uncles advice to appraise dads bobber, Im sure uncle Joe has no appraiser skills. Eye a rusted rat rod enduro at a storage facility or motorbike at a estate auction? Howabout a scrambler Pickin' at a tag bazaar? Are you a plumber, house keeper, tree cutter, home aide, electrician, You probably will pass a dozen or more a year. People with jobs that require going in and out of homes, traveling general contractor working hvac renovation job. If you do give him my number and say you referred the present owner to me. It doesn't matter if you are a scraper dumpster diving, a hunter outdoors and you stumble upon a pair of choppers in a field. Find a disassembled basketcase stored in grandmothers cellar, moms attic, outdoor in grandpas canvas carport. You can easily get a percentage for a referral reference. someone has been searching, forever on the hunt purchasing: Bobbers, military production or experimental track trackers, hill climbers, board tracker enduros, Trial Trials, mc road dirt climber scramblers minibike police cycles scooters mopeds non original, customized or specialized, superbike era street replicas, Briggs & Stratton cord starter powered minibikes, foreign scotty import Servicar, imported fastback Grand Prix racers, Also: Bell M/C Helmets, Dealer porcelain enamel Advertising Signs from closed dealerships, rare HTF cycle related collector memorabilia, AMA club Motocross championship trophies, used Bates men's / women's leather jacket, riding gear leathers woman's & mens in every size AHRMA clubs clothing: t-shirts jackets coat suit mx boots. engines, motors, king seat, Denco chambers exhaust pipes, carburetors etc Handle bars, masters master cylinders, roadster rims, side stand center away travel hand extension open whole pole hitch led fuel injected carburetor blowers, repainted color fiberglass petrol tank, wheels fairing saddle bags, roller lift, pneumatic jack table lifts, ATC Atv Utv, 4k clubman roadsters, Weather the frame is broken and needs the damaged motor fixed, Purs like a kitten and runs like a scalded dog chasing cats. It doesn't have to be a gem. Repaired gas tanks painted pink with purple polkadots insane colors candy lime red yellow silver midnight blue orange white brown grey burgundy copper aluminum aqua olive gray platinum rust maroon. Shaftdrive or chain shaft model, dead battery, bent handlebars, one sick looking puppy with flat tires or a trailer it everywhere show queen. Custom paint with skulls and spiderwebs or kittens and puppies. Guns and roses to a peace sign and flowers no customization is too extreme. Rotted and rusty to mirror polished chrome Some never change, chase grows Interpol jap, hagerty insured, Strap plowing trading cards come person checks dusty taken apart them miss voicemail mind adds story again I'm address bed salt smart diesel Trek sharp tin plow knife autographed helmet Powerplus CT-70 CT125 A65L A70L T65 R GT185 copy 8 125 0 150 0 175 2 200 2 250 0 350 380 380cc 9 6 850cc 8 550 3 c a t 1100 101 401 402, WL FL LG J JD JDH FLH KHK KR VL VLH VLD WLA WR U UL DVD ULH TV XA SUV T120r TR6R T110 TR65 TR7T TR65T T140LE Royal Wedding T140J T140AV TR7AV TR7VS T140ES Electro Electric starters W1 w2 w2ss T150V Three Quad T90 T100 T100A T100SS T100S T100R TR5T T140W TSS T140D T140E D1 D3 Major D5 D7 D10 RV90 RV125 A1 A2 A3 Motocompo Hi-rider Interstate, champion spark plugs carbureted, carb z50 ko kit tool sets toolkit kick, Crate Bored Engine, Spit fire Hornet A75 Dk2 440 Mag Magnum target enclosed lcd rim, compound Warrior Blackhawk landscaping jeep ford cj Sportster XR750 4x4 bbq Grill dewalt Makita Ryobi rigid thermostat nest ring doorbell bosch vacuum capability increased mobility. PrecisionCut TerrainCut blades provide efficient finish designed mowing larger estates Due beneficial mulching properties suited gardening applications four-wheel-drive provides manoeuvrability manufacturers United States Craftsman Co Troy-Bilt Decker, Ferris Greenworks Whether zero fashioned innovation, here finest lawnmowers available Walk-Behind Mowers Tow SC300HW 159cc High Self-Propelled EGO Select XP 18"" Volt LXT Lithium-Ion Cordless Batteries Charger Included) SCP100 173cc Push Earthwise 16"" 7-Blade Reel garden hose digger tandem Refrigerator fridge Kenmore oven dishwasher. Microwave humidifier tickets ticket printer A/C washer heater archery Meyer angle love weedeater lawnmower got salvage yards scrap dozens lawn mower pontoon Evinrude Odyssey ping TaylorMade Titleist Golf iron bow dining living bedroom set toys books weighted blanket hoyt Cam Dryer Power screen hoarder Rolling loader pan Box picker rent loveseat sectional. game Wen duromax tractor stihl chainsaw Nikon remodeling fishing camping hoist flatwork landscape plumbing electrical carpentry hour polk schwinn Oldsmobile Pontiac Firebird Camaro Corvette Convertible Corvair pet Chevy Dodge 4wd 2dr coupe Hudson heating cooling pool sauna welder cans neon beer cabinets shelving vise pellet stove carpet RV Z500 Z550 KZ500 KZ550 GPz550 Z750B KZ305 CSR TSX TS8-1 ohc 88 497cc 99 596cc GPz750 GPZ1100 gpz B1/B2 legal dirtbike xr yfr yrf collectable Impala Chevelle Hurst olds Cadillac mustang Camino dart viper duster Bel 750k tr6 cb72 pickers scope toro ladder scaffold painting John Deere Bicycles bicycle shadow muzzle Fat kat CB160 CB360 CB360T Roomba Baby Dream 305 CA CA90 CA95 CL350 CL77 Sand Cast Loan, vin, motorized vehicle cc Rapide, Rebel Metal, Kaw TR5 Stroker, Bonnie, Adams signed mobile Camron Cobra Mizuno Nike hire hiring generator 15,000 watts spa hot tub carhartt jacuzzi inverter generac Westinghouse automotive cruiser, Barrow, sled soccer baseball football nfl detector nascar, venue Disco Volante, Campera Supreme Sports Bushman Polaris starfire balls C65 S65 Motosport SL70 ST70 st-70 st90 st-90 CM90 C90 CT200 S90 Benly Benley C92 CB92 Elsinore CR250M Hellcat ATC90 CR93 ATC70 ATC110 ATC125 ATC200 NR500 NSR500 CR250R MT250 MT125 XL70 XL100 XL125 XL175 XL250 XL Hawk CA77 SL350 Electra Snow Terrier Cub snowmobile Carburettor Wheeler Thruxton Tina Speed Camper cadet ram Adventurer 745cc Mercury P11A N15 6T 441 3TA 5TA TR25W T100C TR6C TR7V DBD Ramp outboard ariens Avenger Centurion G4TR G4 Boss KV100 Green Streak F3 Bushwhacker A10 F4 Sidewinder Dyson F5 Bighorn boat F6 125cc F7 CR750 175cc F8 Bison Drone F9 ZXR ZX-7 1000R Ninja ZZR-1000 GPZ900R KH125 KH250 1015cc Sei four-cylinder sidecar Z750 KZ400 RS750 Z400 KZ440 Z440 KZ350 Z650 ST (Six cylinder) J1TR 85cc CL CX CB650 CB250 CB125 CB175 CL100 8002209683 CL305 CL360 CL450 450cc Z50A Monkey Z50M Z50R Z50J QA50 C71 C72 C76 C77 A4 A5 A6 A7 GS Air Head Heads R12 R17 R32 R35 R39 R68 R-series M85 M80 Superrocket C100 CA100 C50 C110 GS1000 GS750 GS850 C115 MR50 CT50 CT-series CT90 90 Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.  1900 1901 1902 1903 1904  1905 1906 1907 1908 1909  1910 1911 1912 1913 1914  1915 1916 1917 1918 1919 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39  40 41 42 43 44 45 46 47 48 49  18002209683 1920s: 1920 1921 1922 1923 1924 1925 1926 1927 1928 1929 1930s: 1930 1931 1932 1933 1934 1935 1936 1937 1938 1939 1940s: 1940 1941 1942 1943 1944 1945 1946 1947 1948 1949  Websites app accessed by Android Devices (Samsung Galaxy s20, s21, s10, s9, s8, Note) or Apple device: iMac, iPod 8 9 10 11 12 13, MacBook pro, Microsoft google Chromebook laptop / tablet / desktop computer.  www.wantedoldmotorcycles.com   ***If you have most symptoms of Corona Virus Covid-19, Wear a surgical mask (N95 respirator masks) disposable latex rubber nitrile gloves. Stay safe, remember if you feel a little unwell, wait.***  *** FINDERS FEE if leads materialize. Help a neighbor, relative, friend or others ***  Copyright © 2013-2022 by www.wantedoldmotorcycles.com. All rights reserved.",,,,,,,,,,,
1217,750.0,flagstaff,https://flagstaff.craigslist.org/bik/d/sedona-ns-dirt-jumper-bike-metropolis/7465600700.html,2022-04-12 11:17,NS Dirt Jumper Bike- Metropolis 2,,,,,5,"Mint condition NS Dirt Jumper Bike Metropolis- approximately one year old- only ridden a a few times. new. Described as ""proven geometry and nearly indestructible construction. Can handle abuse while not sacrificing weight or performance. Strong, agile, dependable."" This bike has a pro level feel. 26 inch wheels and measures 37 inches from ground to handle bars. These bikes are usually out of stock, and when found sell for $1100-1800. Great deal- my son is just into other things now.", other/unknown, mountain, see above, 26 in,,,,,,,
1218,179.0,flagstaff,https://flagstaff.craigslist.org/fod/d/flagstaff-36-volt-42v-48v-golf-cart/7470204117.html,2022-04-12 02:00,__36 Volt 42v 48v Golf Cart Battery Charger EZGO Club Car Yamaha__, new, Club Car EzGo Western Yamaha, PowerWise Delta-q PowerDrive +,,20,"!!! Golf Cart Chargers with Built-In Battery Rejuvenator !!! ****ALL CHARGERS ARE NEW****  KEEP YOUR BATTERIES FULLY CHARGED WHEN NOT IN USE - All our SMART CHARGERS have a Maintenance Mode feature - will automatically keep your batteries charged during the winter months or any time you retire your golf cart for extended periods of time.  REVERSE PULSE TECHNOLOGY - All our SMART CHARGERS will desulfate/rejuvenates your batteries every time you charge them.  NEW 36 Volt, 42 Volt & 48 Volt Automatic Desulfating Battery Chargers For - Club Car - Cushman - E-Z-GO - Bad Boy - Star - Taylor Dunn - Tomberlin - Yamaha - Western - Scissor Lifts - Electric Bikes - Scooters - Mobility - Floor Scrubber  ****FREE 2 DAY SHIPPING**** CALL: (442) 444-1045 SPECIFICATIONS: 36-VOLT CHARGERS NEW 36 Volt 5 Amp - Fully Automatic SMART CHARGER with Built-in Desulfator (36V5AD) NEW 36 Volt 20 Amp - Fully Automatic SMART CHARGER with Built-in Desulfator (36V20AD) NEW 36 Volt 25 Amp - LESTRONIC II Fully Automatic Battery Charger - Lester Electrical (36V25A) 42-VOLT CHARGERS NEW 42 Volt 6 Amp - Fully Automatic Battery Charger (42V6A) (Very low stock)  48-VOLT CHARGERS NEW 48 Volt 5 Amp - Fully Automatic SMART CHARGER with Built-in Desulfator (48V5AD) NEW 48 Volt 17 Amp - Fully Automatic SMART CHARGER with Built-in Desulfator (48V17AD) STARTING FROM: $179.95 DESCRIPTION: Intelligent Fully Automatic Battery Charger, featuring a trickle charge and pulse mode, which is kinder to your batteries. Most of our chargers have a built-in Desulfator, which will significantly prolong the life of your batteries, help charge them faster and provide maximum performance and power.  Featuring a digital readout of the voltage and current, informing you of the status throughout the entire charging process. Operates on standard household power (110VAC 60 Hz).  Unless otherwise requested, all our chargers come pre-configured with a connector plug that is compatible with your golf cart. Please verify that the connector you see in the picture matches the receptacle on your golf cart (see pictures). Please note: We carry every charger/connector plug combination so if you do not see the combination for your cart, it's just that we did not post a picture; we have every combination in stock.  SMART CHARGER FEATURES: MAINTENANCE MODE (AUTOMATIC STOP / RESTART): Automatically stops charging when the batteries are fully charged and continues monitoring the battery's voltage and restarts charging automatically when it detects a preset voltage drop, replenishing energy with pulse current. It can be connected to the batteries for an extended period of time BUILT-IN BATTERY DESULFATOR/REJUVENATOR/RECONDITIONER/REGENERATOR Designed to help batteries charge faster and provide maximum performance and power. Prevents new batteries from becoming sulfated and rejuvenates older good working batteries by automatically dissolving harmful sulfation, by using safe high-frequency pulse technology. Patented WAVE Technology increases battery efficiency, extends battery life by 2-3 times and keeps batteries from failing prematurely due to suffocating sulfate crystals, hence reducing early battery replacement costs OVERCHARGE PROTECTION: Never worry about overcharging, as the charger automatically stops when batteries reach set voltage. Should you have a bad battery or batteries, the charger will safely and optimally charge the batteries without overcharging the good batteries EXTENDS THE WORKING LIFE OF YOUR BATTERIES: The Smart Charging characteristics of our Desulfating Battery Charger will dramatically increase the life of the batteries ELECTRICITY SAVINGS: Rejuvenated batteries charge quicker and reduce electricity consumption NO SPARK CHARGING, REVERSE POLARITY AND SHORT CIRCUIT PROTECTION: Prevents the output leads from sparking due to accidental reverse connection or short circuit DIGITAL AMP/VOLTMETER: Displays charge VOLTAGE, CURRENT and other useful information such as battery test and protection codes COMPACT AND CONVENIENT & EFFICIENT Small and light, adopting switch-mode technology aka Switching Power Supply. This is different from Linear Power used in traditional chargers. More than 85% of electrical energy is transferred to battery chemical energy, during the charging process, compared with 40% for conventional chargers. This technology is applicable for all battery types (wet, maintenance-free, VRLA, AGM, Gel etc.) HIGH TEMPERATURE PROTECTION If the charger gets too hot, it will automatically lower its temperature or switch off to protect the charger itself CONNECTOR PLUGS: All chargers come pre-configured with a Connector Plug of your choice, i.e. Club Car, E-Z-GO, Star, Taylor Dunn, Tomberlin, Western, Yamaha, Scissor Lifts, Floor Scrubbers and More. Please make sure the plug matches the one for your cart, (see connector plug pictures above).  CALL: (442) 444-1045",,,,,,, 36 Volt 42 Volt 48 Volt,,,,
1219,400.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-fitbikeco-bmx/7470127391.html,2022-04-11 17:38,FitBikeCo. BMX, excellent, FitBikeCo, STR,,6,"Purchased new from Absolute Bikes in October of 2021. In great condition minus minor scratches on right side handle bars. Ridden 4 times, only on pavement. Four pegs.", aluminum, bmx," 20.5, medium", 20 in,, bmx,, none, none (rigid),,
1220,40.0,flagstaff,https://flagstaff.craigslist.org/bop/d/flagstaff-roof-rack/7469821599.html,2022-04-11 07:38,roof rack, good,,,,3,"Generic tray style bike roof rack that holds bikes by the downtube. Similar in style to th Yakima Raptor Aero, but not Yakima branded. Not the fanciest rack, but it held my bikes with no issues.",,,,,,,,,,,
1221,2300.0,flagstaff,https://flagstaff.craigslist.org/bik/d/flagstaff-trek-fuel-ex9-29/7469627359.html,2022-04-10 15:31,"Trek fuel EX9 29""", excellent,,,,5,Bike is in great shape. Bought new at single bikes in Flagstaff. Really enjoy it I just find myself to busy to ride much anymore. Frame is a large new tires last season. Tubeless and has internal dropper post Bike was just tuned up. Shock are in great shape no scratches on stanchions. pedals not included.firm on price Thank you text  show contact info ., aluminum, mountain,,, disc (hydraulic),,,,,,
