,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,suspension,brake type,electric assist,handlebar type,paint color,part type,serial number,size / dimensions
30647,99999.0,cleveland,https://cleveland.craigslist.org/wan/d/cleveland-motorcycles-wanted-harleys/7466760680.html,2022-04-17 18:46,MOTORCYCLES WANTED HARLEYS SPORTBIKES ATV’S DIRTBIKES,,,,,0,"I BUY ALL BIKES SAME DAY FOR CASH! Anything with a motor and wheels! New or old! Small or big! With or without a title for CASH SAME DAY. Still owe on it? No problem I can pay off what you owe! Call/text me at  show contact info  (216three86-7047)    Banshee KX CR RM harley road glide street road king softail rocker sportster dyna 883 sport 1200 88 running 96 103 fast 107 114 ci cubic inch ninja R6 R1 zx zx6 zx10 zx6r Zx10r GSXR 1000 cc 600 fast 1400 zx14 quadzilla lt lt500 lt500r Lt250r Lt250 450ER quad atv trx450 trx450er RM-Z250 RM-Z450 KXF250 KXF450 450ER quad atv trx450 trx450er RM-Z250 RM-Z450 KXF250 KXF450 KX250F KX 2006 2007 kx kx250 kx125 250 x crf 450 crf 450 crf 450x crf 450 x Yamaha pw50 pw80 ttr50 ttr ttr90 ttr125 ttr225 ttr230 yz85 yz125 yz250 yzf250 yzf450 yz250f yz450f pw 50 pw 80 kx65 kx85 kx100 kx125 kx250 Kxf250 Kxf250 Kxf450 Kxf450 Kxf250 Kx250f Kx450f Kx 450f kx 65 kx 85 kx 100 kx 125 kx 250 Kxf 250 Kxf 250 Kxf 450 Kxf 450 Kxf 250 Kx 250f Kx 450f Kx 450 f dirtbike dirt bike yamaha yz 80 yz80 cr 80 cr 125 cr125, atv 6 07 08 09 Kawasaki kx kx450 kx 450 Honda CRF 09 2010 crf crf450 crf450r crf 450 crf 450r YZ250F YZ450 F RM YZ 50Z CR80 CR125 CR250 CRF250 CRF250R CRF450R CRF450 CRF450X CRF250X YZF250 YZF450 RMZ250 RMZ450 RM-Z250 RM-Z450 KX KXF KXF250 KXF450 KX250F KX450F cr250f,yz250f,crf250,crf450,yz450f,dirtbike, dirt bike, dirtbike, pitbike, pit bike, cc, 1",,,,,,,,,,,
30648,80.0,cleveland,https://cleveland.craigslist.org/for/d/bedford-schwinn-four-bike-rack-and/7472430971.html,2022-04-17 13:46,Schwinn four bike rack and Xport four bike rack,,,,,2,For sale is a Schwinn four bike rack with a 1 inch receiver for the hitch and a Xport bike rack with a 2 inch receiver And also holds four bikes. $80 each, good,,,,,,,,,,
30649,100.0,cleveland,https://cleveland.craigslist.org/bop/d/north-ridgeville-bicycle-engine-kit/7462862820.html,2022-04-17 13:45,Bicycle engine kit,,,,,4,"Motoos  50 cc bicycle engine kit. Includes,2 cycle engine, fuel tank, muffler, sprocket and chain, throttle controls and all required hardware. Brand New in box. Fits standard vee frame men’s bikes. Cost is now $127 plus tax. Buy mine for $100 firm and save money", new, Motoos, 50cc,,,,,, other,,
30650,60.0,cleveland,https://cleveland.craigslist.org/bop/d/north-ridgeville-bike-canaletto/7472410954.html,2022-04-17 12:49,4-Bike Canaletto Freestanding Rack,,,,,5,"Purchased from The Container Store and very similar to this years model = 4-Bike Canaletto Freestanding Rack can practically hold a pack of bikes without being tethered to the wall. Simply adjust the arms to hold two to four bikes of any style. Maximum load, 160 pounds. Made of steel Holds two to four bikes of any style Easy to assemble Dimensions: 24"" x 24"" x 86"" h",,,,,,,,,,,
30651,35.0,cleveland,https://cleveland.craigslist.org/bik/d/perry-raleigh-talon/7472356123.html,2022-04-17 10:06,Raleigh Talon, alloy, mountain, Large, 26 in,0,"Raleigh Talon in good condition. Needs grips and one cable but rides nice, rims are in great condition and true. With a little tlc will make a great bikes", good, Raleigh, Talon,,,,,,,,
30652,175.0,cleveland,https://cleveland.craigslist.org/bik/d/cleveland-1990-schwinn-impact-mos-21/7472334348.html,2022-04-17 08:23,"1990 Schwinn Impact MOS, 21 speed, 19"" medium frame", steel, mountain," 19"" Medium", 26 in,12,"Great condition, the bike is tune-up and ready to ride. This is a bike from the era when Schwinn was a American company. And was in the 2nd position from top in the MTB line. Low miles, a few scratches on handle bars. 19"" MTB oversized Cr-Mo frame tubing and G-Force Cr-Mo fork. 21 speed Suntour XCT components. Suntour X-Press shifters. Dia-compe XCM brakes. Triple Sakae Powering crank set. 26"" Araya alloy wheels, with good tires. Both wheels have quick release. Two places for bottle cages. Pump and underseat bag, owner manual. Price: 175$, call: 216 sevenzerofour 57sixsix. Please no emails.  Trades are OK. I'm interested in older bikes: 30's, 40's, 50's balloon tires bikes, working or not, complete or not, rusty or not. And I am interested in 60's, 70's, 80's, 90's road/ touring bikes. Let me know what do you have",,,, none (rigid),,,,,,,
30653,175.0,cleveland,https://cleveland.craigslist.org/bik/d/cleveland-1974-raleigh-superbe-speed/7472334290.html,2022-04-17 08:23,"1974 Raleigh Superbe, 3 speed Sturmey-Archer, 21"" large frame", steel, cruiser," 21"" large", 26 in,14,"Nice condition, the bike is tune-up and ready to ride. 21"" large women's frame. 3 speed Sturmey Archer internal hub in working condition. The fork has a key locker with two keys. Front dyno hub (generator in the front hub). 26 x 1 3/8"" size. Original tires. Original Brooks seat, pedals, ""R"" marked nuts. The front fender has a bent ar the front end. Price: 175$, call: 216 sevenzerofour 57sixsix. Please no emails.  Trades are OK. I'm interested in older bikes: 30's, 40's, 50's balloon tires bikes, working or not, complete or not, rusty or not. And I am interested in 60's, 70's, 80's, 90's road/ touring bikes. Let me know what do you have",,,,,,,,,,,
30654,180.0,cleveland,https://cleveland.craigslist.org/bik/d/cleveland-gt-passage-21-speed-small/7472334217.html,2022-04-17 08:23,"GT Passage, 21 speed, small frame, Aluminum hybrid bike", aluminum, hybrid/comfort, Small, 700C,9,"Very nice condition, low miles, the bike is ready to ride. Small frame, Aluminum tubing. 21 speed Shimano Tourney components. Disc brakes. Triple All Terra crank set. Front fork shock All Terra. 700C alloy wheels with like tires. One place for a bottle cage. Price: 180$, call: 216 sevenzerofour 57sixsix. Please no emails.  Trades are OK. I'm interested in older bikes: 30's, 40's, 50's balloon tires bikes, working or not, complete or not, rusty or not. And I am interested in 60's, 70's, 80's, 90's road/ touring bikes. Let me know what do you have",,,,,,,,,,,
30655,170.0,cleveland,https://cleveland.craigslist.org/bik/d/cleveland-diamondback-wildwood-citi-21/7471385692.html,2022-04-17 08:23,"Diamondback Wildwood Citi, 21 speed, 19"" large hybrid bike", aluminum, hybrid/comfort," 19"" large", 26 in,11,"For sale is a beautiful Diamondback bike, it is tune-up, clean and ready to ride. 19"" large Aluminum frame with front fork shock. 21 speed Shimano components. Shimano U brakes. Alloy 26"" wheels with excellent tires. Comfort seat with shock in the seat post. Rear working light. Kick stand. Computer wireless not tested, needs battery. Price: 170$, call: 216 sevenzerofour 57sixsix. Please no emails.  Trades are OK. I'm interested in older bikes: 30's, 40's, 50's balloon tires bikes, working or not, complete or not, rusty or not. And I am interested in 60's, 70's, 80's, 90's road/ touring bikes. Let me know what do you have",,,, suspension fork (hardtail),,,,,,,
30656,25.0,cleveland,https://cleveland.craigslist.org/bop/d/wickliffe-allen-bike-rack-fits-truck/7466378167.html,2022-04-17 07:47,Allen 3 bike rack fits truck/car/SUV,,,,,2,Allen 3 bike rack fits truck/car/SUV fits 1 -2-or 3 bikes very lightly used - instruction sheet included model 103A  I RESPOND TO CALL OR TEXT ONLY ---- Marc 216 three seven four - three zero five two  IF YOU ARE READING THIS POST I STILL HAVE THE ITEM,,,,,,,,,,,
30657,60.0,cleveland,https://cleveland.craigslist.org/bik/d/wakeman-20-kazam-weeride-copilot-bike/7472208485.html,2022-04-16 18:08,20” Kazam Weeride copilot bike trailer white NEW tandem trailer bike, steel, other, 20”, other/unknown,8,New 20” Kazam Weeride copilot bike trailer white  tandem trailer bike Easily attached to most adult bikes Folds for easy storage,,,,,,,,,,,
30658,2094.0,cleveland,https://cleveland.craigslist.org/bik/d/lakewood-felt-tk2-track-bike-and/7464296994.html,2022-04-16 04:14,Felt TK2 track bike and equipment, aluminum, track, 54 cm, 700C,24,"This is an entire track cycling setup and would make a great starter kit for someone getting into track racing.  See below for details about: bike ($1,000); upgraded handlebar ($354); extra rear wheel ($250); additional cogs and chainrings ($115); additional tires, tubes, and repair kits ($64); tools ($70); lube, grease, and grip ($6); and CycleOps trainer setup ($235).   I bought this Felt TK2 in 2016 and raced it for one season, and then bought upgraded equipment for it. But my work schedule changed and I stopped riding in 2017. I barely used most of it, and some of it is even still in the original packaging. Getting married now, so I'm selling the bike and all the equipment.    BIKE ($1,000; Used, excellent condition) •	2012 Felt TK2 (MSRP $1,699.00, see https://99spokes.com/bikes/felt/2012/tk2)        o	BUILD:                 	Size: 54cm                	Frame: Aluminum 7005 Super-light                	Fork: Felt TkR track UHC performance carbon rider 2/ 1.125” aluminum steerer; bladed aero carbon fiber fork blades; 30mm offset.                	Bottom bracket: SRAM GXP Team external bearing.                	Headset: FSA 1.125” integrated w/ 25mm aluminum cone and 2x10mm aluminum straight spacers; Felt Tornado aluminum top cap; 2024 anodized aluminum bolt.                 	Stem: Felt TkR 6061 aluminum 3D forged +/-7 degree rise; 31.8mm bar clamp; Cr-Mo bolts, 100mm.                 	Handlebar: Felt 3T Sphinx Ltd carbon fiber, 40cm, bladed track drop (380 grams, clamp diam. 31.8mm)                 	Saddle: Felt SL road saddle w/ carbon fiber injection molded base; superlight multi-density foam; hollow Cr-Mo rails.                 	Seatpost: Felt TkR bladed carbon fiber w/ micro-adjuster; 27.2x300mm.         o	WHEELS:                	Rims:Felt TkR-2 700c 42mm deep, aluminum aero track rims, 28H radial lace front, 28H 3X rear.                 	Spokes: Bladed butt 2.0x2.3mm w/ aluminum nipples.                	Front hub: Felt TkR-2 low-flange w/ sealed cartridge bearing.                 	Rear hub:Felt TkR-2 double-threaded fixed, low-flange, w/ sealed cartridge bearing.                 	Tires: Michelin Power Competition, 700x23c (LIKE NEW)        o	GROUPSET:                 	Crank: SRAM Omnium track GXP aluminum crank set, w/ 48 tooth chainring, black.                	Cog & lock: 15 tooth cog w/ lock ring.                	Chain: KMC Z510HX 1/8” chain.   UPGRADED HANDLEBAR ($354; LIKE NEW) •	$350 – Felt 3T Scatto Ltd, 35cm, track drop, super stiff carbon fiber handlebars (370 grams, bar clamp diam. 31.8mm) (LIKE NEW; MSRP $400, see https://www.wiggle.com/3t-scatto-ltd-track-handlebar-1) •	$2 – SRAM super cork bar tape (half remaining, see https://www.amazon.com/SRAM-Supercork-Bicycle-Tape-White/dp/B00142KGRK) •	$2 – Vinyl electrical tape (nearly full roll)   EXTRA REAR WHEEL ($250; LIKE NEW) •	$250 – Mavic Ellipse rear wheel. Rims are 30mm deep S6000 aluminum, clincher style. 20 ultra-bladed straight pull steel spokes in crossed lacing pattern w/ steel nipples; aluminum hub w/ steel axel; hub threaded on both sides (MSRP $300, see https://www.mavic.com/en-int/ellipse-rr0713.html)   ADDITIONAL COGS & CHAINRINGS ($115; NEW) •	$25 – 14 tooth cog, All City, stainless steel (MSRP $34, see https://allcitycycles.com/parts/cogs_and_lockrings/stainless_cogs) •	$30 – 15 tooth cog, All City, stainless steel (MSRP $34, see https://allcitycycles.com/parts/cogs_and_lockrings/stainless_cogs) •	$60 – 50 tooth chainring, FSA Pro Track, Black (MSRP $70, see https://www.summitbicycles.com/product/fsa-pro-track-chainring-336102-1.htm)   TIRES & TUBES & REPAIR KITS ($64; NEW) •	$50 – Michelin Power Competition, 700x23c (MSRP $76, see https://www.amazon.com/MICHELIN-Power-Competition-Bike-Tyres/dp/B01DP682VE) •	$5 – Bontrager 700x18-23c tube, 48mm presta (MSRP $10, see https://www.ebay.com/itm/255417105981) •	$5 – Specialized 700x20-28c tube, 48mm presta (MSRP $10, see https://www.specialized.com/us/en/standard-presta-valve-tube/p/156229?color=229141-156229) •	$2 – Rema TipTop TT01 puncture repair kit (MSRP $5, see https://www.performancebike.com/rema-tip-top-tt01-small-patch-kit-21/p332670) •	$2 – ParkTool VP1 patch kit (MSRP $5, see https://www.amazon.com/Park-Tool-VP-1-Vulcanizing-Single/dp/B000JF2ZB8/ref=asc_df_B000JF2ZB8/)   TOOLS ($70; NEW) •	$25 – ParkTools SR-18 sprocket remover, chain whip (MSRP $35, see https://www.amazon.com/Park-Tool-SR-18-2-Sprocket-Remover/dp/B076CX3MJP) •	$10 – ParkTools HCW-5 double-ended lock ring spanner (MSRP $20, see https://www.amazon.com/Park-Tool-109917-HCW-5-Spanner/dp/B000C17KRI) •	$5 – Park Tool SW-7 triple spoke wrench, 0, 1, 2 (MSRP $10, see https://www.amazon.com/Park-Tool-Triple-Spoke-Wrench/dp/B00QVOUEB4) •	$20 – Husky 15mm combination wrench, set of two (MSRP $24) •	$10 – Husky 26 piece allen wrench set (MSRP $17, see https://www.homedepot.com/p/Husky-SAE-Metric-Long-Arm-Hex-Key-Set-26-Piece-HLAHKSM26PC/202934869)   LUBE & GREASE & GRIP ($6) •	$2 – Tri-flow lubricant 2oz (3/4 full bottle; MSRP $7, see https://www.amazon.com/Tri-Flow-Squeeze-Bottle-Lubricant-Teflon/dp/B00GC54OC2) •	$2 – Lucas hi-performance white lithium grease 8oz (nearly full tube; MSRP $7, see https://www.homedepot.com/p/Lucas-Oil-8-oz-Lithium-Grease-in-White-10533/202535870) •	$2 – Finish Line carbon fiber grip 1.75oz (nearly full tube; MSRP $8, see https://www.amazon.com/Finish-Line-Bicycle-Assembly-1-75-Ounce/dp/B0012RIEM6)   TRAINER ($235; Used, good condition) •	$150 – CycleOps Mag+ trainer, w/ bar mounted remote shifter (MSRP $210, see https://www.amazon.com/gp/product/B00EQB8EVQ/ref=ppx_yo_dt_b_asin_title_o00_s01?ie=UTF8&th=1) •	$50 – CycleOps training mat (65”x36”) (MSRP $75, see https://www.amazon.com/gp/product/B000BT7HXI/ref=ppx_od_dt_b_asin_title_s01?ie=UTF8&th=1) •	$15 – CycleOps sweat protector (MSRP $30, https://www.amazon.com/gp/product/B000BTA6O0/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1) •	$10 – CycleOps trainer tire 700x23c (MSRP $31, see https://www.amazon.com/gp/product/B00EQAN994/ref=ppx_od_dt_b_asin_title_s00?ie=UTF8&psc=1) •	$5 – CycleOps trainer skewer (MSRP $11, see https://www.amazon.com/gp/product/B00G6T1TZY/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&th=1&psc=1) •	$5 – CycleOps leveling block (MSRP $30, see https://www.amazon.com/gp/product/B00N42GHHG/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&th=1)", excellent, Felt, TK2, none (rigid), none, none, drop,,,,
30659,112.0,cleveland,https://cleveland.craigslist.org/sgd/d/full-garage-gym-squat-rack-dumbbells/7471694221.html,2022-04-15 14:08,"Full Garage Gym-Squat Rack, Dumbbells- Financing Available",,,,,4,"Full Garage Gym Setup- Squat Rack, Adjustable Bench, Dumbbells, Bumper Plates, Rower & More  _____________________________________________________________________________ Offered By: BodyKore Fitness Equipment- 949-503-9266- Text or call for more info _____________________________________________________________________________ We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! Garage Gym Equipment Package  Commercial Squat Cage and Adjustable Bench 5-50lb Rubber Dumbbell Set w/ Rack 300lb Rubber Olympic Grip Plate Set w/ Bar Choice of Rowing Machine or Air Bike  *Low Price of $4000! Or as low as $140/month  IN STOCK READY TO SHIP! This package doesn't work for you? No problem, Equipment packages are fully customizable. We have plenty of stock! .  ____________________________________________________________________________ Commercial Fitness Equipment: Smith Machines, Leg Press, Hack Squat, Squat Racks, Olympic Benches, Military Benches, Utility Benches, Flat Benches, Lat Machines, Seated Calf Raise, Back Hyperextension, Roman Chairs, Power Towers, Chin/Dip Tower, Vertical Knee Raises (VKR), Dual Adjustable Pulley Systems (DAPS), Plate Loaded Machines, Selectorized Strength Machines, Hip Abductor, Leg Extension, Cable Cross, Chest Press Functional Training Equipment: Group Training Rack Systems, Storage Racks, Crossfit Rigs, Olympic Lifting Platforms, Bumper Plates, Kettlebells, Wall Balls, Slam Balls, TRX, Suspension Trainers, Resistance Bands, Yoga Bands, Yoga Mats, Power Bags, Maces, Clubbells, Battle Ropes, Plyoboxes Cardio Equipment: Treadmills, Ellipticals, Steppers, Stepmills, Air runners, Manual Treadmills, Crosstrainers, Airbikes, Spin Bikes, Recumbant Bikes, Upright Bikes, Climbers, Rowers  _____________________________________________________________________ Financing available. 12 Months NO INTEREST on a 48 month term (on approved credit). Payments as low as $99 per month! FOR MORE PICTURES AND INFORMATION VISIT OUR WEBSITE www.bodykore.com PLEASE CONTACT US AT (949) 325-3088  Precor, Technogym, Rogue, Titan, lifefitness, woodway, star trac, nautilus, Deadlift, bumperplate, olympic bar, crossfit, cross fit, weightlifting, smith machine, squatrack, benchpress, gym equipment, treadmill, airdyne, assault, maces, clubbell, dumb bell, Concept 2, marpo BodyKore Fitness Equipment - QUALITY EQUIPMENT, BEST PRICES, EZ FINANCING! 💥💥💥 12 MONTH ZERO INTEREST WITH NO PRE-PAYMENT PENALTY We have a huge inventory of Commercial Fitness Equipment. Most of our equipment have lifetime warranties and are built for health clubs and commercial gyms. The same equipment you will use at 24 Hour Fitness, LA Fitness, Anytime Fitness, Chuze Fitness, Planet Fitness, Gold's Gym and more! Our state of the art equipment is offered at low low prices and we even offer Easy Financing! apply online : http://www.bodykore.com/finance BodyKore Fitness Equipment Phone: (949) 325-3088 Website: www.bodykore.com 📲 ☎️ Call or text 949-503-9266 for quick answers to your questions about this GARAGE GYM EQUIPMENT PACKAGE Check out some of our other equipment for your home gym:      Your message will always be answered by a real human — never an automated system. Kettlebell, Kettlebells, Olympic, Weights, Bench, Press, Squat, Resistance, Bands, Spin, Bike, Bikes, Spinning, Karate, Kung-Fu, Jiu Jitsu, Judo, Kickboxing, BJJ, JiuJitsu, MMA, Muay Thai, Muaythai, Kickboxing, Boxing, Gloves, Flat, Incline, Decline, Cable Machine, Cardio, Treadmill, Elliptical, Oliptical, Pull-Ups, Chin-Ups, Push-Ups, Chest, Arm, Legs, Bicep, Tricep, Shoulder, Gym Bells, Yoga Mats, Aerobics, Quadriceps, Hamstrings, Glutes, Abs, Stomach, Waist, Fat, Muscle, Body, Calves, Gravity Boots, Extension, Lats, Pulldown, Training, Intense, Extreme, Strength, Endurance, Bumper Plates, Olympic Rings, Appearance, Physical, Sports, Baseball, Basketball, Football, Martial Arts, Soccer, Track & Field, Power, Bodybuilding, Nutrition, Heavy, Bars, Tension, Gympak, Bodykore, Kore, Core, Yoga, Foam, Roller, Brake Pads, Pedal, Exercise, Startrac, Star Trac, Precor, Life Fitness, Lifefitness, Lifestride, Soloflex, Jump Rope, Forarm, Power, Blaster, Aerobics, Swimming, Cross Fit, Cross Kick, Apollo, Bodymasters, Steppers, Climbers, Strength Circuit Machines, Cable Station System, Rubber Flooring, Rubber Floor Mats, Smith Machine, Treadmill Belts, Replacement Parts, Medicine Balls, Punching Bags, Barbells, Racks, Rope, Attachments, Dip Belt, Workout Belt, Ab Straps, Thai Pads, Banana Bag, Kick Pad, Headgear, Power Systems, BOSU, tapout,forearm, bicep, arms, soloflex, body by jake, boflex, ab slider, lower back extension, lat pull down, Olympic rings, squat stands, squat racks, training ropes, climbing ropes, Power Racks, Bumper Plates, Rubber Flooring, Rubber Dumbbells, Cushbell and more!!! Ab / Back Equipment Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Inversion Tables Fitness Accessories Gym Flooring / Equipment Mats Jump Ropes Weight Training Accessories Door Gym Pull Up Bar Hand Strength & Forearm Cable Attachments Collars & Adapters Heart Rate Monitors Wrist, Ankle and Body Weights Scales & Body Fat Testers Squat Bar Pads Foam Product and Rollers Parts Fitness Exercise Gym Equipment Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars Reading Racks & Water Bottle Holders Exercise Mats Bosu® Ball Exercise Balls and Accessories Exercise Balls Bars & Collars Resistance Training Weight Pins & Leashes As Seen On TV Back Equipment Inversion Tables Door Gym Pull Up Bar Foam Equipment Packages Olympic Bumper Plates Bars GHDs Kettlebells Free Weight Equipment Medicine Balls Concept 2 Rowers Gymnastics Equipment Dumbbells Sandbags Pull-up Bars Training Accessories Plyometric Boxes D-Balls Mats Jump Ropes Climbing Ropes Flooring Bar Holders Gift Certificates Weight Storage home commercial treadmill treadmills elliptical ellipticals exercise bike bikes stepper steppers abcoaster gym equipment new used refurbished free weight dumbbells circuit strength selectorized Orange Co. Riverside Co. Newport Beach Life Fitness parabody tuff stuff repair service Product and Rollers Benches Flat and Olympic Benches Hyperextension Bench & Roman Chair Abdominal Equipment Back Equipment Boxing / Martial Arts Balazs Boxing Chin and Pull Up Bars TKO Fitness Accessories TKO Medicine and Stability Balls TKO Skip Jump Ropes TKO Vest and Ankle Weights TKO Weightlifting Belts and Straps Pull Up Bar, Chin Up Bar, Push up Bar and Dip Bars treadmill Commercial Fitness Equipment Commercial Ellipticals Cross Trainers Commercial Steppers Commercial Exercise Bikes Commercial Treadmills Commercial Rowing Machines Dumbbell Dumbbells / Weights Used Fitness Equipment Physical Therapy, Medical & Rehabilitation Equipment Aquatics Cardio Equipment Indoor Cycling Bikes and Spin Bikes Dumbbells / Weights Plates Dumbbells Barbell Sets Weight Trees Weight Training Accessories Wrist, Ankle and Body Weights Bars & Collars Hand Strength & Forearm Elliptical Trainers / Cross Trainers", new, BodyKore, G703,,,,,,,,
30660,400.0,cleveland,https://cleveland.craigslist.org/bik/d/cleveland-bianchi-pista/7465652944.html,2022-04-14 22:56,Bianchi Pista, steel, track, 53, 700C,0,"For sale is my lightly modified 53 cm chrome Bianchi pista with $450 in modifications (https://www.bianchiusa.com/bikes/track/pista/). The rear hub is a flip-flop, however, the bike is set up fixed.   The upgrades significantly help with the usability and comfort of the bike. The carbon fiber riser bars – coupled with the tires -- help to soak up the vibrations that are common with skinny tire steel-bar track bikes. Additionally, the mountain bike bars have been chopped to narrow the overall silhouette of the bike. The overall running position is now much more comfortable yet still sporty. The Paul Components brake lever helps maintain the clean lines of the cockpit while still offering the safety of a brake!  Modifications are as follows: •	Paul Components Silver E-lever (MSRP $75) https://www.paulcomp.com/shop/components/brake-levers/short-pull/e-lever/ •	SRAM cranksets (MSRP $100) •	60 mm Thompson billet aluminum stem (MSPR $40)  •	40 mm Easton EC70 XC Carbon Riser Bar (MSRP $139) https://www.mountainflyermagazine.com/view.php/tested-easton-ec70-xc-low-rise-handlebar.html •	BLAQ Freestyle straps (MSRP $58 ) https://blaqpaks.com/accessories/platform-straps •	WTB Thickslick tires (MSRP $35 x 2) https://www.mountainflyermagazine.com/view.php/tested-easton-ec70-xc-low-rise-handlebar.html  Please email me if you have any questions!", good, Bianchi, Pista, none (rigid),,,,,,,
30661,1.0,cleveland,https://cleveland.craigslist.org/mpo/d/avon-lake-swap-meet-may15th/7471362330.html,2022-04-14 17:21,SWAP  MEET      MAY15TH,,,,,24,SUNDAY  MAY 15    158  LEAR RD  AVON LAKE  44011   METRIC  AND  MORE    2ND  ANNUL   10AM TO 4PM  FREE VENDOR  SPACE  SET UP  AFTER  7:29A  LARGE  METRIC  OFF ROAD BIKES  AND PARTS   LOCAL  HARLEY CHAPTER AMA  MEMBERS WITH  BIKES AND PARTS  HOT DOGS $1.00 AND  DRINKS$1.00     DOOR PRIZES   3 MILES NORTH  OF  I-90 AND NAGLE  EXCHANGE   CALL TO  RESERCE  SPACE  CALL   show contact info,,,,,,,,,,,
30662,1.0,cleveland,https://cleveland.craigslist.org/snw/d/avon-lake-swap-meet-sunday-15/7471097783.html,2022-04-14 07:35,SWAP MEET  SUNDAY 5/15,,,,,19,"METRIC  AND  MORE MUCH MORE        2ND ANNUAL SWAP MEET  FREE VENDOR  SPACE      ALL PARTS AND BIKES WELCOME   WE WILL HAVE HARLEY VENDORS WITH VINTAGE  PARTS AND BIKES FOR SALE   LARGE METRIC  OFF ROAD PARTS AND BIKES FOR SALE    MAY 15TH  SUNDAY       158 LEAR RD      AVON LAKE      10AM TILL 4PM   WE HAD A GREAT TIME LAST YEAR            EXCEPT THE SAME THIS YEAR   FREE SPACE, **  DOOR  PRIZES  DRAWING  ** $1.00 DOGS AND  $1.00 DRINKS  STOP BY AND BRING A FRIEND   THANKS   158  LEAR  RD  AVON LAKE  44012  WE ARE 3 MILES NORTH  OFF  I90 AT NAGLE  EXCHANGE   CALL IF YOU HAVE ANY QUESTIONS  MIKE   show contact info",,,,,,,,,,,
30663,1.0,cleveland,https://cleveland.craigslist.org/sgd/d/used-gym-equipment-life-fitness-precor/7471082795.html,2022-04-14 05:02,"Used Gym Equipment - Life Fitness, Precor, Cybex, Hammer Strength",,,,,10,"We have everything you need for your commercial or home gym! Check us out!  BuyAndSellFitness.com or call (407) 674-2663  25000 sq ft warehouse full of equipment From Top Brands Like Cybex Precor Life Fitness Stairmaster Hammer Strength Nautilus Matrix @ More!  Our Inventory Includes : - Treadmill - Elliptical - Recumbent Bike - Upright Bike - Spin Bikes - Strength Equipment & More!  - Cybex Arc Trainer - Precor AMT - Cable Crossovers - Smith Machines - Dumbbells - Olympic Plates - Leg Press  We also have gym packages of top brand commercial gym equipment that fit your budget!!!  Bumper Plates, Precor Icarian, Star Trac, Cybex, Paramount, Magnum, Life Fitness, Hammer Strength, Stair Master, Techno Gym. Treadmill, Elliptical, Spinning Bike, Spin Bikes, Recumbent Bikes, Up Right Bikes, Stepmills, Steeper, Spinners. Free weights, Dumbbells, Barbells, Racks, Plates, Plate Trees, Bench, Olympic Bench, Decline Bench, Multi Station, Jungle Gym, Cable Cross Over, Accessories. Gym, Commercial Gym Equipment, Fitness Equipment, Used Gym Equipment, Refurbish Fitness Equipment, Equipo de Gimnasio Usado, Cybex, Life Fitness, Star Trac, Precor, Hoist, True, Nautilus, Hammer Strength, Atlantis, Matrix. Diesel, Paramount, Stair Master, Magnum, Quantum, Body Master, Icarian, Elite Gym Equipment International inc. Circuit, Complete Gym, All Commercial Machines, Fitness & Gym Equipment Outlet Warehouse. Treadmills, Ellipticals, Cross Trainer, Stepmills, Recumbent Bike, Upright Bike, Spin Bikes, Steppers, Spinners, Multi Station Gym, Jungle Gym, Fitness Equipment, Commercial Gym Equipment, Exercise Equipment, Cardio Machines, Cross Fit, Exercise, Cardio, Plate Loaded Machines, Leg Press, Smith Machine, Cable Crossover, Weights, Dumbbells, Rubber Dumbbells, Barbells, Rubber Weights, Plates, Rubber Mats, Racks, Commercial Benches and Accessories, fitness equipment, nustep, hex dumbbells, crossfit, concept2", excellent," Life Fitness, Cybex, Hammer",,,,,,,,,
30664,65.0,cleveland,https://cleveland.craigslist.org/bik/d/macedonia-jamis-boys-bike-20-in/7458938275.html,2022-04-13 04:33,Jamis boys bike 20 in, aluminum, kids, small, 20 in,3,"Great looking bike solid, not like the box store bikes, will last a long time. double walled rims and ready to ride. Great for  5 YEAR OLD TO 8 YEAR OLD probably.",, jamis,,,,,,,,,
30665,50.0,cleveland,https://cleveland.craigslist.org/for/d/bedford-lot-of-metal-wood-school-chairs/7470012792.html,2022-04-11 16:11,Lot of 9 Metal & Wood School Chairs,,,,,3,"Very solid metal and wood school chairs.  Total of 9 chairs.  $50 for all of them.   *** For More Ads By This User, Click on the Link on the Right Side that Says "" MORE ADS BY THIS USER ""  *** I'll usually have some of the following items: pet cages, ladders, kids & adult bikes, Little Tikes & Step 2 items, strollers, yard tool and who knows what else.  *** Located in Bedford near Rockside / Broadway area  *** Cash only  *** Pick up only (unless it is a large item and I'll deliver close by)", good,,,,,,,,,,
