,Price,Location,URL,Date,Title,bicycle frame material,bicycle type,frame size,wheel size,num image,text,condition,make / manufacturer,model name / number,brake type,electric assist,handlebar type,suspension,engine hours (total),length overall (LOA),propulsion type,year manufactured,part type,size / dimensions
458,50.0,huntsville,https://huntsville.craigslist.org/bik/d/prospect-bikes-for-sale-murray-and/7463902239.html,2022-04-18 07:51,2 bikes for sale Murray and Schwinn, aluminum, mountain, 0, 16 in,3,I have 2 bikes for sale. We recently moved and have nowhere to ride them. I don't know much about bikes so may not be able to answer questions. Specs below may not be accurate as I had to out something to be able to post. Tires could use some air. $50 each or $85 for both.  Pick up on Elkton Pike in Elkton close to Dollar General,,,,,,,,,,,,,
459,75.0,huntsville,https://huntsville.craigslist.org/bop/d/athens-five-classic-26-inch-bikes/7469442998.html,2022-04-10 10:29,Five (5) Classic 26 inch  Bikes,,,,,7,"Have 5 (five) classic touring bikes for sale as package deal. Three (3) Ladies, (1 Schwinn-Breeze) and (1 Standard-Tourist). (1 Schwinn DeLuxe (10 speed)....Two Men's, (1 AMF- Nimble) and (1 Sears-DeLuxe)...these bikes are 3 speed in Hub, hand brakes, ALL in various states of disrepair and missing parts BUT MOSTLY ALL THERE....been kept in basement, under cover for the past few years. Like to sell all as package deal, but will consider separate sales. Have boxes of bike parts to throw in with the deal, extra seats too. $75 OBO", fair, Schwinn, Breeze,,,,,,,,,,
460,2295.0,huntsville,https://huntsville.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468117709.html,2022-04-07 09:17,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,,,,,15,"Introducing the New 2022 Cyberbike Electric Mountain Bikes   Riders agree: Nothing comes close to Cyberbike's combination of performance, value, style, and quality.  See the Cyberbike Mullet Pro in action HERE! (and here, by popular demand, is last year's intro featuring Division 1 Collegiate Mountain Racer Corey Jackson on the first edition Cyberbike) Order online for fast delivery at www.Cyberbike.com All 2022 Cyberbikes are in stock and ready to shred, Order yours before they're sold out!  More mid-drive power than ever Awesome new color graphic display Easier to ride, lower standover frame, the lowest of any mid-drive eMTB New, structurally superior, mountain ready rear suspension linkage The best brakes in the business, even Quad-piston brakes on some models! Massive brake rotors up to 220mm 34mm gold tube forks on some models up to 140mm travel Wider range of models  A proper e-Mountain bike needs to be mid-drive and have full suspension, it's as simple as that. Until now, if you wanted an electric mountain bike to tackle rugged trails, your choices have been heavy, low-quality, fat tire, hub-motor beach bikes, or legacy brands charging $4000 or more for low-power eBikes without full suspension.   Whether your knees are tired or you just want to shred, there is simply no better choice for performance and value than Cyberbike. An American company with great customer support: Cyberbike, USA. The mountains are calling. Will you answer?  Cyberbike eBikes come all with the quietest and most powerful motor in its class, with a long range (65 miles and more) battery, and powerful e-spec hydraulic disk brakes that will be there when you need them. A lightweight package with 500 watts of power, top-of-the-line battery range, and quality components, all for the price of an inexpensive yet stellar bike! You'll get so much more than other eBikes with the CyberBike, it's the real e-MTB experience for the adventurous rider. Performance, specs, and quality components throughout, and the best warranty in the industry, from an American company with experienced American mechanics on call for all your tech support needs.  54 volt/500 watt climbing power with 13Amp hour Li-Ion battery and only 52 lbs means you'll get power and tons of battery range. Now with available throttle! Now from only $2495 Note: Owning and riding comes with risks. Wear proper protection, properly maintain and check your bike, and ride within your limits. By purchasing our products you agree to take full responsibility for the ownership of your bike, including the above and all other reasonable precautions for yourself or anyone you allow to ride your bike.", new, Cyberbike,,,,,,,,,,,
461,16799.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2017-kawasaki-vulcan-1700/7472896786.html,2022-04-18 15:45,2017 Kawasaki Vulcan 1700 Vaquero ABS,,,,,3,"2017 Kawasaki Vulcan 1700 Vaquero ABS - (RED) STOCK #: 1134  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2017 Make: Kawasaki Model: Vulcan 1700 Vaquero ABS Color: RED Odometer: 18461 Stock #: 1134 Condition: Used  Comments for this 2017 Kawasaki Vulcan 1700 Vaquero ABS: We are selling this beautiful 2017 Kawasaki Vulcan Vaquero! This bike has great tires front and rear and is rider ready! Come check it out! Let Us Get You Approved!  For more information on this 2017 Kawasaki Vulcan 1700 Vaquero ABS:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=11296928&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=11296928&d=3095&t=2    (copy and paste link)  This Kawasaki Vulcan 1700 Vaquero ABS is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2020 Harley-Davidson FLSL - Softail Softail Slim, 2019 Honda CBR1000RR, 2016 Yamaha FJR13AG, 2013 Yamaha Stratoliner S, 2010 Harley-Davidson FLHR - Road King, 2012 Harley-Davidson FLSTFB - Softail Fat Boy Lo, 2021 Kawasaki Vulcan 1700 Vaquero ABS, 2019 Harley-Davidson FLHC - Softail Heritage Classic, 2007 Harley-Davidson FXDWG - Dyna Wide Glide, 2021 Honda CBR1000RR  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2017 Kawasaki Vulcan 1700 Vaquero ABS, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2017 Kawasaki Vulcan 1700 Vaquero ABS || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || Vulcan1700VaqueroABS || Vulcan 1700 Vaquero ABS || 11296928   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
462,15995.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2021-indian-motorcycle-scout/7472731380.html,2022-04-18 10:45,2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic,,,,,7,"2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic - (RED) STOCK #: 6612  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2021 Make: Indian Motorcycle Model: Scout Sixty ABS Ruby Metallic Color: RED Odometer: 550 Stock #: 6612 Condition: Used  Comments for this 2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic: We are selling this gorgeous 2021 Indian Scout with only 550 miles! With a Indian fairing, highway bars, tons on storage, and Corbin seat, this machine has everything to make your cruise a comfortable one! Come check it out! Let Us Get You Approved!  For more information on this 2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=10869624&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=10869624&d=3095&t=2    (copy and paste link)  This Indian Motorcycle Scout Sixty ABS Ruby Metallic is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2018 Kawasaki Ninja ZX -14R ABS SE, 2012 Victory Motorcycles Cross Roads, 2016 Yamaha FJR13AG, 2022 Kawasaki Ninja ZX -14R ABS, 2020 Suzuki V-Strom 1050XT Adventure, 2021 Suzuki GSX-R1000AM1, 2019 Harley-Davidson FLSL - Softail Softail Slim  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2021 Indian Motorcycle Scout Sixty ABS Ruby Metallic || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || ScoutSixtyABSRubyMetallic || Scout Sixty ABS Ruby Metallic || 10869624   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
463,6995.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2001-harley-davidson-fxstdi/7472177998.html,2022-04-16 15:45,2001 Harley-Davidson FXSTDI - Softail Deuce Injection,,,,,7,"2001 Harley-Davidson FXSTDI - Softail Deuce Injection - (Purple) STOCK #: 8342  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2001 Make: Harley-Davidson Model: FXSTDI - Softail Deuce Injection Color: Purple Odometer: 40365 Stock #: 8342 Condition: Used  Comments for this 2001 Harley-Davidson FXSTDI - Softail Deuce Injection: We are selling a great looking and running Harley Deuce!  It has a full Corbin seat with Hard bags, windshield and tons of style and power!!  YOUR TRADE IS ALWAYS WELCOME HERE!! Let Us Get You Approved!  For more information on this 2001 Harley-Davidson FXSTDI - Softail Deuce Injection:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=8082452&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=8082452&d=3095&t=2    (copy and paste link)  This Harley-Davidson FXSTDI - Softail Deuce Injection is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2021 Honda CB500F ABS, 2018 Suzuki RM-Z450, 2018 Suzuki DR-Z400SM, 2017 Kawasaki Vulcan S, 2017 Kawasaki Ninja 650, 2021 Honda Rebel 500 ABS, 2020 Kawasaki Vulcan S, 2017 Kawasaki Z900, 2021 Honda CBR500R ABS, 2021 Honda XR650L  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2001 Harley-Davidson FXSTDI - Softail Deuce Injection, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2001 Harley-Davidson FXSTDI - Softail Deuce Injection || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || FXSTDI-SoftailDeuceInjection || FXSTDI - Softail Deuce Injection || 8082452   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
464,2495.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2001-suzuki-gz-250/7472100696.html,2022-04-16 13:02,2001 Suzuki GZ 250,,,,,6,"2001 Suzuki GZ 250 - (Red) STOCK #:   Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2001 Make: Suzuki Model: GZ 250 Color: Red Odometer: 9666 Stock #:  Condition: Used  Comments for this 2001 Suzuki GZ 250: New tires, runs great, backrest!! Great gas mileage!!An entry-level cruiser that's inexpensive to own and operate, but with many classic styling features of larger cruisers. Let Us Get You Approved!  For more information on this 2001 Suzuki GZ 250:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=2817005&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=2817005&d=3095&t=2    (copy and paste link)  This Suzuki GZ 250 is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED   DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2001 Suzuki GZ 250, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2001 Suzuki GZ 250 || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || GZ250 || GZ 250 || 2817005   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
465,4995.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2011-kawasaki-vn900dbf/7472030424.html,2022-04-16 10:45,2011 Kawasaki VN900DBF,,,,,7,"2011 Kawasaki VN900DBF - (BLUE) STOCK #: 2948  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2011 Make: Kawasaki Model: VN900DBF Color: BLUE Odometer: 29987 Stock #: 2948 Condition: Used  Comments for this 2011 Kawasaki VN900DBF: We are selling this 2011 Kawasaki Vulcan! This bike has been very well taken care of and maintained! Has an aftermarket exhaust and lots of storage for whatever you need to take with you on your cruise! Great tires front and rear too! Come check it out! Let Us Get You Approved!  For more information on this 2011 Kawasaki VN900DBF:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=9097845&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=9097845&d=3095&t=2    (copy and paste link)  This Kawasaki VN900DBF is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2020 Kawasaki Ninja 400 ABS Pearl Blizzard White, 2019 Kawasaki Ninja 400 ABS Metallic Spark Black, 2008 Kawasaki Vulcan 900 Classic, 2022 Yamaha YZ65, 2009 Kawasaki Vulcan 900 Classic LT, 2020 Yamaha MT-03, 2010 Honda VT750RS, 2002 Kawasaki Vulcan 1500 Nomad Fi, 2003 Honda VTX1800R, 2021 Kayo KT 250  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2011 Kawasaki VN900DBF, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2011 Kawasaki VN900DBF || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || VN900DBF || VN 900 DBF || 9097845   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
466,18599.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2009-harley-davidson-fltr-road/7471982700.html,2022-04-16 09:02,2009 Harley-Davidson FLTR - Road Glide,,,,,4,"2009 Harley-Davidson FLTR - Road Glide - (BLACK) STOCK #: 9626  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2009 Make: Harley-Davidson Model: FLTR - Road Glide Color: BLACK Odometer: 34115 Stock #: 9626 Condition: Used  Comments for this 2009 Harley-Davidson FLTR - Road Glide: We are selling this beautiful 2009 Harley Davidson Road Glide! This bike has great tires front and rear and is rider ready! Come check it out! Let Us Get You Approved!  For more information on this 2009 Harley-Davidson FLTR - Road Glide:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=11200869&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=11200869&d=3095&t=2    (copy and paste link)  This Harley-Davidson FLTR - Road Glide is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2014 Harley-Davidson FXSB - Softail Breakout, 2008 Harley-Davidson FLHX - Street Glide, 2016 Indian Motorcycle Chieftain Thunder Black, 2016 Harley-Davidson FLSS - Softail Slim S, 2019 KTM 1290 Super Adventure S, 2015 Harley-Davidson FLSTC - Heritage Softail Classic  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2009 Harley-Davidson FLTR - Road Glide, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2009 Harley-Davidson FLTR - Road Glide || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || FLTR-RoadGlide || FLTR - Road Glide || 11200869   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
467,5995.0,huntsville,https://huntsville.craigslist.org/mcd/d/florence-2014-honda-vt750c/7471771584.html,2022-04-15 15:45,2014 Honda VT750C,,,,,6,"2014 Honda VT750C - (SILVER / WHITE) STOCK #: 0051  Available at: Longshore Cycle Center ☎ Phone: (256) 548-3096    Year: 2014 Make: Honda Model: VT750C Color: SILVER / WHITE Odometer: 15391 Stock #: 0051 Condition: Used  Comments for this 2014 Honda VT750C: What a great, economical bike with with a windshield and sissy bar!  Tons of fun on a great bike for a little money!!  TRADES WELCOME!! Let Us Get You Approved!  For more information on this 2014 Honda VT750C:  ☎ Phone: (256) 548-3096 WEB:  http://www.clickpowersports.com/r/?id=9153698&d=3095&t=1     (copy and paste link) INSTANT CREDIT APPROVAL:  http://www.clickpowersports.com/r/?id=9153698&d=3095&t=2    (copy and paste link)  This Honda VT750C is for sale at: Longshore Cycle Center913 Mitchell Blvd.Florence, AL 35630  Phone: (256) 548-3096    Store Hours  Monday: CLOSED  Tuesday: 8:30am - 5:30pm  Wednesday:  8:30am - 5:30pm   Thursday:  8:30am - 5:30pm   Friday:  8:30am - 5:30pm   Saturday:  8:30am - 4:00pm   Sunday:  CLOSED  Check out these other similar priced models we have in stock: 2017 Honda Rebel 500, 2003 Yamaha XVS65AR-PP, 2000 EXCEL SUPER X, 2013 Honda CB500X, 2006 Honda VTX1800R, 2004 Yamaha XVS65ASL, 2021 Kawasaki Versys -X 300 ABS, 2019 Honda CRF250L Rally ABS, 2003 Yamaha XVS65AR-S  DISCLAIMER: Tax, title, registration, freight, dealer costs, and set-up are extra, unless specified. While every reasonable effort is made to ensure the accuracy of the information for this 2014 Honda VT750C, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with Longshore Cycle Center of Florence at (256) 548-3096. 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 || New or Used || 2014 Honda VT750C || Motorcycle || Sport Bikes || ATV || UTV || Used Sportbikes || Sport Bike || Bad Credit || VT750C || VT 750 C || 9153698   Powered by REV Digital | www.REVdigital.com",,,,,,,,,,,,,
