,Price,Location,URL,Date,Title,num image
24599,120.0,lasvegas,https://lasvegas.craigslist.org/spo/d/henderson-yakima-halfback-trunk-bike/7466202533.html,2022-04-18 11:52,YAKIMA HALFBACK TRUNK BIKE STRAP RACK (2 BIKES) BRAND NEW,0
24600,20.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-girls-bikes/7461179441.html,2022-04-17 20:13,GIRLS BIKES,0
24601,1999.0,lasvegas,https://lasvegas.craigslist.org/for/d/henderson-we-finance-dirt-bikes/7463075614.html,2022-04-17 16:54,We Finance Dirt Bikes,0
24602,1799.0,lasvegas,https://lasvegas.craigslist.org/mcd/d/merced-2022-kayo-tt-125-pit-bikes/7472260154.html,2022-04-16 17:54,2022 Kayo TT 125 Pit Bikes,0
24603,1.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-lots-of-custom-built-bikes/7472033786.html,2022-04-16 08:56,Lots of custom built bikes andparts,0
24604,15.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-boys-girls-bikes/7471779201.html,2022-04-15 14:06,Boys & Girls Bikes,0
24605,199.0,lasvegas,https://lasvegas.craigslist.org/spo/d/las-vegas-proform-spin-bikes-free/7470343190.html,2022-04-15 13:17,Proform  Spin Bikes Free Delivery,0
24606,700.0,lasvegas,https://lasvegas.craigslist.org/mpo/d/henderson-honda-dirt-bikes/7471477920.html,2022-04-14 20:52,Honda dirt bikes,0
24607,50.0,lasvegas,https://lasvegas.craigslist.org/bik/d/the-lakes-kids-bikes-50-for-both/7471439208.html,2022-04-14 17:56,Kids’ Bikes- $50 for both!,0
24608,200.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-multiple-bikes-for-sale/7463664654.html,2022-04-14 17:54,Multiple bikes for sale,0
24609,150.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-multiple-bikes-for-sale/7464993572.html,2022-04-14 17:37,Multiple bikes for sale,0
24610,400.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-mens-womens-specialized-bikes/7461047063.html,2022-04-14 15:25,Men's & Women's Specialized Bikes,0
24611,40.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-bikes/7466486473.html,2022-04-13 16:23,Bikes,0
24612,700.0,lasvegas,https://lasvegas.craigslist.org/mcd/d/henderson-110cc-pit-bikes-brand-new/7470864138.html,2022-04-13 11:56,110CC PIT BIKES BRAND NEW  !!,0
24613,200.0,lasvegas,https://lasvegas.craigslist.org/bik/d/north-las-vegas-cargo-box-bikes-carrier/7466538903.html,2022-04-13 09:56,"CARGO BOX, BIKES CARRIER",0
24614,3495.0,lasvegas,https://lasvegas.craigslist.org/mcd/d/acampo-brand-new-kayo-minigp-mr150r/7469273994.html,2022-04-09 16:20,Brand new KAYO MiniGP MR150R MiniGP Race/Training Bikes,0
24615,75.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-24-and-26-new-bikes/7468886795.html,2022-04-08 18:33,"24"" and 26"" new bikes",0
24616,2000.0,lasvegas,https://lasvegas.craigslist.org/for/d/henderson-dirt-bikes/7459067320.html,2022-04-08 14:11,Dirt Bikes,0
24617,2000.0,lasvegas,https://lasvegas.craigslist.org/spo/d/henderson-dirt-bikes/7456281116.html,2022-04-08 14:10,4 Dirt Bikes,0
24618,10.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-kids-bikes/7468703750.html,2022-04-08 11:32,kids bikes,0
24619,1.0,lasvegas,https://lasvegas.craigslist.org/wan/d/las-vegas-we-buy-motorcycle-we-buy-bikes/7456413711.html,2022-04-07 22:57,We Buy Motorcycle We Buy Bikes,0
24620,2295.0,lasvegas,https://lasvegas.craigslist.org/sgd/d/electric-the-mid-drive-ebike-that/7468133394.html,2022-04-07 07:50,ELECTRIC! The Mid-drive eBike that Shreds! CyberBike eMountain Bikes!,0
24621,1234567890.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-brand-new-2022-electric-bikes/7456821951.html,2022-04-05 12:19,Brand New 2022 Electric Bikes For Sale 1 Year Factory Warranty ⚡️🔥🔌⬇,0
24622,495.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-2021-giant-cypress-dx-hybrid/7456805074.html,2022-04-05 12:19,2021 Giant Cypress Dx Hybrid / Comfort Bikes ( Large & Extra Large,0
24623,444.0,lasvegas,https://lasvegas.craigslist.org/tag/d/las-vegas-1982-masters-of-the-universe/7466831315.html,2022-04-04 08:42,1982 Masters of the Universe MOTU Vehicles Ships Bikes Horses Playsets,0
24624,525.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-se-bikes-electric-bicycle/7466657720.html,2022-04-03 17:58,SE Bikes Electric Bicycle,0
24625,1999.0,lasvegas,https://lasvegas.craigslist.org/bid/d/mesa-best-value-ebikes-1000w-soul-fast/7465623762.html,2022-04-01 08:17,BEST VALUE EBIKES ⚡️ 1000W SOUL FAST SONIC SABER ELECTRIC BIKE ⚡,0
24626,400.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-two-mongoose-bikes-for-sale/7464172794.html,2022-03-30 19:54,Two mongoose bikes for sale,0
24627,325.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-fuji-absolute-20-bikes/7464427286.html,2022-03-29 10:03,2 fuji absolute 2.0 bikes.,0
24628,50.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-bikes-for-cheap/7464117219.html,2022-03-28 13:46,BIKES FOR CHEAP,0
24629,75.0,lasvegas,https://lasvegas.craigslist.org/bik/d/north-las-vegas-bikes-for-sale/7463374722.html,2022-03-26 15:16,Bikes for sale,0
24630,199.0,lasvegas,https://lasvegas.craigslist.org/spo/d/las-vegas-proform-excersize-bikes-free/7452906149.html,2022-03-25 10:33,Proform Excersize Bikes Free Delivery,0
24631,1200.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-fat-tire-bikes/7462770501.html,2022-03-25 09:15,Fat Tire Bikes-2,0
24632,125.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-bikes-scooters/7448692022.html,2022-03-21 23:07,BIKES SCOOTERS,0
24633,1099.0,lasvegas,https://lasvegas.craigslist.org/snw/d/las-vegas-125cc-apollo-frz-dirt-bikes/7461196721.html,2022-03-21 13:54,125cc Apollo FRZ Dirt Bikes,0
24634,20.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-the-bike-whisperer/7461138350.html,2022-03-21 12:01,the bike whisperer,0
24635,1099.0,lasvegas,https://lasvegas.craigslist.org/snw/d/las-vegas-125cc-apollo-dirt-bikes/7460895358.html,2022-03-20 21:14,125cc Apollo Dirt Bikes,0
24636,300.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-specialized-allez-deal-on/7460802862.html,2022-03-20 15:18,Specialized Allez - Deal on 3 Bikes,0
24637,140.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-mongoose-bikes/7460716709.html,2022-03-20 11:50,2 Mongoose bikes,0
24638,799.0,lasvegas,https://lasvegas.craigslist.org/mpo/d/las-vegas-apollo-70cc-dirt-pit-bikes/7460679376.html,2022-03-20 10:26,Apollo 70cc Dirt/Pit Bikes,0
24639,999.0,lasvegas,https://lasvegas.craigslist.org/snw/d/las-vegas-apollo-cc-dirt-bikes/7460679094.html,2022-03-20 10:25,Apollo X-15 125cc Dirt Bikes,0
24640,2499.0,lasvegas,https://lasvegas.craigslist.org/mcd/d/las-vegas-scooterscooter-used-johnny/7472980375.html,2022-04-18 17:03,scooter_scooter USED JOHNNY PAGSTA 320CC Blackjack Mopeds,0
24641,2900.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-26-true-1000w-electric-bike/7464928217.html,2022-04-18 16:36,"26"" TRUE 1000W Electric E Bike Fat Tire CARBON FIBER Bicycle Li-Batter",0
24642,1.0,lasvegas,https://lasvegas.craigslist.org/mpo/d/hackberry-sport-bike-parts-gsxr-r6-r1/7467169801.html,2022-04-18 16:24,Sport Bike parts Gsxr R6 R1 CBR,0
24643,1.0,lasvegas,https://lasvegas.craigslist.org/wan/d/las-vegas-buy-fridge-washer-beds-pool/7472959429.html,2022-04-18 16:17,"I buy: fridge, washer, beds, pool tables,  furniture, spas, clubs",0
24644,440.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-thule-helium-pro-bike/7468906317.html,2022-04-18 14:50,Thule Helium Pro 2-Bike Lightweight Aluminum Hitch Rack for rear of ve,0
24645,1500.0,lasvegas,https://lasvegas.craigslist.org/spo/d/henderson-access-mountain-bike/7471087006.html,2022-04-18 12:59,Access Mountain bike,0
24646,200.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-haro-20-bmx-bike-track-trail/7472854923.html,2022-04-18 12:27,HARO 20” BMX BIKE TRACK & TRAIL TR 2.0 COASTER BRAKE  AND  HAND BRAKE,0
24647,30.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-16-inch-razor-boys-bike/7472839817.html,2022-04-18 12:00,16 inch Razor boys bike,0
24648,20.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-child-bike/7472808367.html,2022-04-18 11:04,CHILD BIKE,0
24649,7800.0,lasvegas,https://lasvegas.craigslist.org/mcy/d/las-vegas-2001-suzuki-hayabusa-1300r/7472756201.html,2022-04-18 09:27,2001 SUZUKI HAYABUSA 1300R,0
24650,35.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-pairs-of-275-bike-tires/7469186323.html,2022-04-18 06:52,3 Pairs of 27.5 Bike Tires,0
24651,125.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-rhode-suv-bike-rack/7465220536.html,2022-04-18 06:45,Rhode SUV bike rack,0
24652,15.0,lasvegas,https://lasvegas.craigslist.org/hsh/d/las-vegas-new-hoover-onepwr-handheld/7472653989.html,2022-04-18 06:06,New Hoover ONEPWR Handheld Cordless Battery Powered Sprayer(s),0
24653,10.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-bikes/7460390007.html,2022-03-19 13:19,bikes,0
24654,2850.0,lasvegas,https://lasvegas.craigslist.org/tro/d/las-vegas-2005-drc-single-rail-aluminum/7469553170.html,2022-04-18 00:59,2005 DRC Single Rail Aluminum Hydraulic Tilt Bed Motorcycle Trailer,0
24655,100.0,lasvegas,https://lasvegas.craigslist.org/bik/d/las-vegas-miele-bikes/7460337716.html,2022-03-19 11:36,Miele Bikes,0
24656,1000.0,lasvegas,https://lasvegas.craigslist.org/snw/d/las-vegas-125cc-apollo-frz-dirt-bikes/7460316617.html,2022-03-19 10:57,125cc Apollo FRZ Dirt Bikes,0
24657,2000.0,lasvegas,https://lasvegas.craigslist.org/spo/d/henderson-we-finance-dirtbikes-and-quads/7461778439.html,2022-04-17 16:57,We Finance DirtBikes and Quads,0
24658,50.0,lasvegas,https://lasvegas.craigslist.org/spo/d/las-vegas-free-standing-bike-stand/7472546131.html,2022-04-17 16:51,Free standing bike stand,0
24659,3700.0,lasvegas,https://lasvegas.craigslist.org/mcy/d/coyote-springs-1995-suzuki-intruder-800/7472540679.html,2022-04-17 16:26,1995 Suzuki intruder 800,0
24660,300.0,lasvegas,https://lasvegas.craigslist.org/hsh/d/las-vegas-new-thule-bike-hitch-bike-rack/7461925320.html,2022-04-17 13:49,New THULE 4 Bike Hitch Bike Rack,0
24661,299.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-aventon-pace-350-ebike-battery/7462376489.html,2022-04-17 13:49,Aventon Pace 350 EBike Battery,0
24662,5.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-ton-of-bike-parts/7471649107.html,2022-04-17 10:58,Ton of bike parts,0
24663,3999.0,lasvegas,https://lasvegas.craigslist.org/bik/d/henderson-mercedes-benz-electric-bike/7472422538.html,2022-04-17 10:22,MERCEDES BENZ ELECTRIC BIKE PAID OVER $5000,0
24664,75.0,lasvegas,https://lasvegas.craigslist.org/mpo/d/boulder-city-river-road-momentum-series/7467539594.html,2022-04-17 09:14,RIVER ROAD 10-9006 MOMENTUM SERIES SLANT SADDLEBAGS BRAIDED TRIM,0
24665,1.0,lasvegas,https://lasvegas.craigslist.org/wad/d/north-las-vegas-gold-14k-silver/7472385236.html,2022-04-17 08:32,GOLD 14K SILVER DIAMONDS WATCHES ANTIQUES JEWELRY COLLECTIBLES BOOKS,0
24666,125.0,lasvegas,https://lasvegas.craigslist.org/bop/d/las-vegas-yakima-bike-rack/7464382713.html,2022-04-17 07:40,YAKIMA 2 Bike Rack,0
