,Price,Location,URL,Date,Title,num image,bicycle frame material,bicycle type,frame size,wheel size,text,condition,make / manufacturer,part type,size / dimensions,handlebar type,model name / number,brake type,electric assist,suspension,serial number
5538,400.0,boulder,https://boulder.craigslist.org/bik/d/boulder-specialized-jynx-small-mountain/7472509420.html,2022-04-17 15:39,Specialized Jynx Small Mountain Bike,9, aluminum, mountain," 15""", 26.5 in,"Specialized Jynx 650b Mountain Bike Size Women's Small in Great Condition  If you are looking for a great mountain bike to get into mountain biking around  Boulder, check out this Specialized Jynx Sport. Made with a light weight aluminum frame & paired with a suspension fork that features lockout, giving you the ability to optimize performance while on the trail. Equipped with Shimano 3x8 rapid fire trigger shifters, Shimano front & rear derailleurs, aluminum triple cranks, and rolling on a set of 650B disc wheels, & tough hydraulic disc brakes for plenty of stopping power. Plump Specialized tires provide speed & grip while on the mountain or gravel. Everything you need to get out & get riding, at a time when mountain bikes are hard to come by! Small size frame will fit riders from 5'3 to 5' 6"". Professionally tuned and inspected so it is safe to ride for years to come.   Has a few stickers on the frame from our daughter but it is in otherwise excellent condition.  Recently tuned up.  Components  Brakes: Mechanical Disc Handlebar: Alloy Riser Saddle: Specialized padded Rims: 27.5 Front Tire: Specialized Fast Track 650x2.0 Rear Tire: Specialized Fast Track 650x2.0", excellent, Specialized,,,, Jynx,,,,
5539,7000.0,boulder,https://boulder.craigslist.org/bik/d/louisville-2021-specialized-works/7472505219.html,2022-04-17 15:25,2021 Specialized S-Works Stumpjumper size S3/ Medium,0,,,,,,,,,,,,,,,
5540,75.0,boulder,https://boulder.craigslist.org/for/d/hygiene-rv-bike-rack-new-in-box/7466380257.html,2022-04-17 15:26,RV Bike Rack- NEW IN BOX!!!,3,,,,,"*Yes, it is still available...if you want a reply...don't ask! *No calls/texts, email only *No delivery or meeting halfway *Price is FIRM - NO HAGGLING  New in Box  holds 2 bikes  Easy installation! Attaches to your RV's rear bumper with two big u-bolt brackets (designed for standard square trailer bumpers). So, if you don't have a hitch on the back of your RV and don't want to spend a few hundred dollars to have one installed, this will get you by.  all items are in the box in sealed bags, never used it  $75 FIRM...cash or Venmo",,,,,,,,,,
5541,100.0,boulder,https://boulder.craigslist.org/bop/d/boulder-yakima-front-loader-upright/7472492209.html,2022-04-17 14:44,Yakima Front Loader Upright Bike Carrier,0,,,,,,,,,,,,,,,
5542,50000.0,boulder,https://boulder.craigslist.org/cto/d/boulder-mercedes-benz-sprinter-van-2500/7472493424.html,2022-04-17 14:44,"170"" 2016 Mercedes Benz Sprinter Van 2500",14,,,,,"Are you jonesing for your next adventure and looking for a turnkey sprinter van to do it in?   This van has literally been home to me at times. I'm needing to sell only to free up some cash to go back to school. No mechanical issues and service every 20,000 miles per MB spec.   Last service was around 142,000 where I had the oil changed, fuel filter replaced, AC Compressor replaced, put on brand new tie rods, and new rear leaf springs for better handling with a heavy load.   This van has all you need and a bit more. Don't shy away from 140k in miles - as long as you treat her nicely, she'll go for 400k+ on diesel.   - Electrical system is a 12v Direct Current (DC) system. A battery is used to 1) store and 2) produce energy on demand to the electrical appliances in the vehicle. ----- with respect to storage of power, the battery stores power produced by the solar panel, vehicle alternator and 'shore-power'.   - Insulation/Walls/Floor: sound deadening mats across entire body and entire cab along with a 2.5"" aluminum backed polyisocyanate as insulation on all walls and ceilings. Fire retardant foam (in addition to polyiso) was used on the floor to seal all cracks. Walls are covered with 1/2 inch 13-ply baltic birch plywood (cabinet grade) ceiling is 1/4"" ply. Floor is tongue and groove waterproof faux wood with a nice grain texture.   - Cabinetry: all cabinets and storage were built using 1/2"" 13 ply baltic birch plywood. Extremely strong and durable, hugh ply baltic birch plywood is the gold standard for high-end cabinetry.   - Plumbing: An Ikea Vessel sink attaches to a 7 gallon gray water system. A dual action hand pump delivers water from a 7 gallon fresh water container and storage under the sink includes a second 7 gallon fresh water tank.   - Stove: three burner stove with oven.   - Refrigerator: enormous for a van at 130L. Truckfridge with Danfoss compressor.   - Electrical: 200 Amp -hour LiFePO4 battery; 40 amp hour MPPT Controller; 2000 pure sine inverter (AIMS power); 60 amp LiFePO4 battery charger/converter (progressive dynamics); 265W monocrystalline solar panel; 40amp DC to DC battery charger; battery monitor; 4 AC outlets; 12 USB outlets; LED strip lighting and LED can lights; cell phone signal booster (WeBoost); Gallo acoustics speakers  - Dinette/table/bed: 4 person booth with a removable custom table. Table can be removed and an included piece of wood can be used to turn this into a mini bed (sleeps someone up to 5'10"") or giant dog bed  - Queen bed/storage: excellent tuft and needle memory foam mattress comes with comforter and pillows. Underneath bed is the storage area that can fit a couple of mountain bikes, crash pads, skis, boards and more!",,,,,,,,,,
5543,25.0,boulder,https://boulder.craigslist.org/bop/d/longmont-double-bike-rack/7472462575.html,2022-04-17 13:15,Double Bike Rack,3,,,,,"Allen model 102 Car Carrying Rack for 2 bikes. Was originally 40.00, asking 25.00.  Also have luggage carrier with reflector. Titanium. Original cost 79.00. asking $35.00  Cash only. Call or text   show contact info .", excellent, Allen," racks, fenders, bags",,, 102,,,,
5544,300.0,boulder,https://boulder.craigslist.org/bik/d/boulder-specialized-pitch-275-mountain/7471473354.html,2022-04-17 11:34,Specialized Pitch 27.5 Mountain Bike,0,,,,,,,,,,,,,,,
5545,60.0,boulder,https://boulder.craigslist.org/bop/d/hygiene-new-look-cleats-pedals-cleat/7472415683.html,2022-04-17 11:03,"NEW! Look Cleats, Pedals, Cleat Covers",3,,,,,"*Yes, they are still available...please don't waste my time asking! *No calls, No texts...email only *Pick up at my SW Longmont location only. *No Trades, No shipping *No haggling on price...it's FIRM and fair.  Look Pedals, great condition...used a few months, but I've decided to stick with SPD pedals cleats on all of my bikes/shoes  Brand New KEO Look Cleats  Brand New Look cleat covers  $60 FIRM for all, selling together only...I will not separate",,,,,,,,,,
5546,80.0,boulder,https://boulder.craigslist.org/bop/d/hygiene-louis-garneau-ergo-air-carbon/7472405183.html,2022-04-17 10:34,Louis Garneau Ergo Air Carbon Cycling Shoes - size EU 42,14,,,,,"-Yes, they are still available...don't waste my time asking!  Look cleat compatible with standard 3 hole pattern  Excellent Condition, used just once or twice...I've decided to stick with SPD pedals/cleats on all of my bikes  size EU 42: US men's 8.5, women's 9.5  $80 FIRM cash or Venmo, no delivery, no haggling (cost $150 new), no trades, no calls/texts...email only",,,,,,,,,,
5547,80.0,boulder,https://boulder.craigslist.org/bop/d/boulder-saris-bones3-bike-rack/7461444884.html,2022-04-17 08:31,Saris Bones3 Bike Rack,0,,,,,,,,,,,,,,,
5548,750.0,boulder,https://boulder.craigslist.org/bik/d/hygiene-quintana-roo-tequilo-tt/7461712074.html,2022-04-17 08:00,Quintana Roo Tequilo TT Triathlon Race Bike - 55 cm,0,,,,,,,,,,,,,,,
5549,250.0,boulder,https://boulder.craigslist.org/bik/d/hygiene-marin-stinson-hybrid-comfort/7464730044.html,2022-04-17 06:35,Marin Stinson Hybrid/Comfort Bike,12, aluminum, hybrid/comfort," 17""", 26 in,"---If this ad is still posted, then it is still available.....emails asking will be considered scammers *No Trades...cash or Venmo only *No haggling...Price is FIRM and non-negotiable *Pick up at my location only, near Nelson and Hover *No calls or texts, email me through this ad...I don't need your phone number  Great bike in very good condition...I've got too many bikes  aluminum frame....17"" puts it in the ""medium"" size  Shimano Trigger shifters and V-Brakes  front suspension shock for a smooth ride  handlebars are easily adjustable for height, giving you the option of nice upright body position that's easy on your back  26"" wheels with nice tires...smooth center tread for a quiet, smooth ride on the street...knobby tread on the sides for if/when you get into mud for better traction...tires are like new  nice comfy oversized seat in great condition with no tears in the material  $250 FIRM...cash or Venmo - NO HAGGLING",, Marin,,, riser, Stinson, v-brakes,, suspension fork (hardtail),
5550,275.0,boulder,https://boulder.craigslist.org/bik/d/boulder-specialized-comp-kids-mountain/7472293437.html,2022-04-16 21:54,"Specialized Comp  Kids Mountain Bike - 26"" Wheels",0, aluminum, mountain, Extra Small, 26 in,"This is a great bike for children transitioning from 24"" wheel bikes to 26"" wheel bikes. The frame is 13"", which is considered extra small.  The bike is in great condition. If you are seeing this ad, the bike is available.",,,,,,,,,,
5551,80.0,boulder,https://boulder.craigslist.org/tls/d/boulder-motion-pro-wheel-axis-truing/7460125939.html,2022-04-16 21:28,Motion Pro Wheel Axis Truing / Balancing Stand,0,,,,,"Motion Pro Wheel Axis Truing / Balancing Stand In new condition, missing the box.   Motion Pro Wheel Axis Building / Truing / Balancing Stand  The Motion Pro Wheel Axis Truing and Balancing Stand is a precision built tool for building, truing, and balancing wheels.   Features: Innovative single sided design allows easy access to spokes and nipples High quality bearings allow precise wheel balancing 5 mm axle fits most modern street and dirt bikes and many mini bikes Hub cones hold wheel firmly in place Adjustable pointer for truing wheels Simple folding design for easy storage when not in use Can be used with dial indicators (not included) Durable powder coat finish", new, Motion Pro,,,,,,,,
5552,150.0,boulder,https://boulder.craigslist.org/bik/d/boulder-diamondback-cobra-24-kids/7466647472.html,2022-04-16 15:18,Diamondback Cobra 24 Kids Bicycle,12, alloy, kids, 13, 24 in,"Diamondback Cobra 24 Bike  24"" wheels 13"" frame  Front Suspension Good Tires Ready To Ride Note small plastic covers broken on top of shifters, this is cosmetic only and does not affect shifting.  About this item Shimano Tourney 3x7 speed drivetrain has 21 speeds, allowing small riders to conquer dirt trails Hl Zoom 40mm travel fork soaks up rocks and roots just like on a bike for Big kids Linear pull brakes have adjustable-reach levers to keep them safe and in control 24"" model fits riders 53”-62” tall, aged approximately 8-12 years old.  bike bikes cycle cycles bicycle bicycles mtb gravel downhill cyclist biker riding off road child kid kids boy boys girl girls", good, Diamondback,,,, Cobra 24,,, suspension fork (hardtail),
5553,25.0,boulder,https://boulder.craigslist.org/bop/d/boulder-rockymounts-bicycle-rack-rail/7466651102.html,2022-04-16 15:18,Rockymounts Bicycle Rack Rail,5,,,,,Rocky Mounts Bike Rack Rail  Includes Key    bike bikes cycle cycles bicycle bicycles mtb gravel downhill cyclist biker riding off road single track dirt, good, RockyMounts," racks, fenders, bags",,,,,,,
5554,50.0,boulder,https://boulder.craigslist.org/bop/d/boulder-ranger-26-disc-brake-rim-with/7461787522.html,2022-04-16 15:17,"B Ranger 26"" Disc Brake Rim with Bontrager Tire",7,,,,,"B Ranger 26"" Front Rim with Bontrager Tire and Disc  Shimano Hub   Very Good Condition   Located in South Boulder    bike bikes cycles cycle bicycle bicycles mtb gravel mountain", good, Bontrager, wheels and wheel parts," 26""",, Ranger,,,,
5555,100.0,boulder,https://boulder.craigslist.org/bop/d/boulder-giant-gx-28-rim-with-crosscut/7462088391.html,2022-04-16 15:16,Giant GX 28 Rim with Crosscut Tire,6,,,,,"Giant GX 28 Rim with Disk Brake and Giant Crosscut Tire  700 x 39c Tire   4.5"" hub width (114 mm)  Excellent Condition   bikes bike cycle cycles cycling bicycle bicycles mtb downhill dirt gravel", excellent, Giant, wheels and wheel parts," 28""",, GX 28,,,,
5556,40.0,boulder,https://boulder.craigslist.org/bop/d/boulder-mavic-ex-823-disc-mtb-rim/7462090543.html,2022-04-16 15:16,Mavic Ex 823 Disc MTB Rim,5,,,,,"Mavic Ex 823 Disc MTB Bike Rim   Boost Hub 110 x 15mm  Good Condition  Located in South Boulder  FEATURES SUP FORE Maxtal Aluminum threaded eyelets (supplied with the rim) Disc UST Tubeless or Tubetype  DIMENSIONS  This highly resistant rim profile can already pride itself with a unique list of achievements in downhill and 4 Cross. The disc rim benchmark for the most extreme free-riders, now with a matching aesthetics.  The reference UST Tubeless disc rim The performance of a Fore drilled disc rim combined with the advantages of the  UST Tubeless concept. Do not use any rim tape ETRTO compatible size: 559 x 19c Recommended tire widths: 1.50 to 2.30     bikes mountain bike bicycles bicycles downhill dirt gravel", good, Mavic, wheels and wheel parts,,, E X 823,,,,
5557,250.0,boulder,https://boulder.craigslist.org/bop/d/boulder-yakima-swing-away-bicycle-rack/7470187026.html,2022-04-16 15:15,Yakima Swing Away Bicycle Rack Hitch Mount,5,,,,,Yakima Swing Away Bicycle Rack Hitch Mount  Includes New Hitch Pin  Located in South Boulder   bike bikes cycle cycles bicycle bicycles mtb mountain road cyclist truck hitch car, excellent, Yakima," racks, fenders, bags",,, Swing,,,,
5558,150.0,boulder,https://boulder.craigslist.org/bik/d/boulder-huffy-nel-lusso-classic-cruiser/7470188577.html,2022-04-16 15:15,Huffy Nel Lusso Classic Cruiser Comfort  Bike Perfect Fit Frame,0,,,,,,,,,,,,,,,
5559,300.0,boulder,https://boulder.craigslist.org/bik/d/boulder-nishiki-tamarack-comfort-bike/7461788616.html,2022-04-16 15:13,Nishiki Tamarack Comfort Bike,12, alloy, hybrid/comfort," 18""", 26 in,"Nishiki Men's Tamarack Comfort Bike  Retail = $450  New Schwalbe CX Comp Tires and Tubes!  Frame 18""   Excellent Like New Condition  Product Information  Ideal for a casual and relaxed ride around the block, choose the Nishiki Men's Tamarack Comfort Bike. The rigid Hi-Ten steel frame and 60mm travel fork provide optimum smoothness and reliability. Sit upright comfortably on the gel comfort saddle and hang on tightly to the soft triple density grips as you glide along to class.  Kickstand not included  Frame Size: 18""  Wheel Size: 26"" Average Bike Weight: 36.38 lbs. Frame: Heat treated Hi-Ten steel Fork: 60mm Travel Rear Shock: N/A Headset: Quill Cranks: Steel crank arm, 42T/34T/24T Chainrings Bottom Bracket: N/A Front Derailleur: Shimano Tourney TZ20 Rear Derailleur: Shimano Tourney TX35 Cog Set: Shimano 7 speed (28T/24T/22T/20T/18T/16T/14T) Shifter: Shimano Revo twist shift Chain: KMC Hub (F): Steel Hub (R): Steel Spokes: 14g Rims: 32H Aluminum Tires: Innova 26""x2.0"" Valve Type: Schrader Brakes: Alloy linear pull Brake Levers: Aluminum Pedals: Dual Density Resin Handlebar: Steel Grips: Super Soft Triple Density Stem: Adjustable Quill Seat: Super Soft Gel Comfort Saddle Seat Post: Suspension  bike bikes cycle cycles bicycle bicycles mtb cruiser hybrid streed commuter gravel", excellent, Nishiki,,,, Tamarack,,, suspension fork (hardtail),
5560,125.0,boulder,https://boulder.craigslist.org/bik/d/boulder-kent-fixie-700-bicycle/7463778575.html,2022-04-16 15:13,Kent Fixie 700 Bicycle,12, alloy, other, 21.5, 700C,"Kent 700 Fixie Bike  Very Good Condition - New Seat  Frame Size 21.5""  Ready to ride  Located in South Boulder   urban city single speed coaster bike bikes cycle cycles bicycle bicycles  cyclist biker riding courier", good, Kent,,,, Thruster,,,,
5561,10.0,boulder,https://boulder.craigslist.org/bpo/d/boulder-abus-bicycle-lock-mounting/7463780322.html,2022-04-16 15:13,Abus Bicycle Lock Mounting Bracket,6,,,,,Abus Bike Lock Mounting Bracket  For Abus U-shackle locks  Part Number USH 46 / 47  Here's the factory info -- mobil.abus (dot) com/usa/on-road/Locks/Holders-and-Brackets/Lock-Brackets-Bike/Bracket-USH540-470-460-420-410-440A-Tex3?type=pdp  Located in South Boulder  bike bikes cycle cycles bicycle bicycles mtb gravel downhill cyclist biker riding off road single track dirt locking security, like new, Abus,,,, USH46/47,,,,
5562,30.0,boulder,https://boulder.craigslist.org/bop/d/boulder-thule-circuit-xt-fork-mount/7466659393.html,2022-04-16 15:13,Thule Circuit XT Fork Mount Bike Racks,9,,,,,"2 Thule Circuit XT Fork Mount Bike Racks  Aerodynamic Shape  -- Need Skewers --  $30 EACH ONE, or both for $50   D-shaped corrosion-resistant aluminum tray has tool-free universal mounting which makes it simple and easy to install Integrated high-wall wheel cradle with ratcheting strap provides added protection and the perfect fit beneath your wheel Fits all Thule rack systems, round bars and most factory racks Load capacity -15.9 kilograms; Dimensions -140 x 22 x 13 centimetre; Weight -2.8 kilograms;  Fits round frame dimensions - All Fits maximum wheel dimensions -3""   bike bikes cycle cycles bicycle bicycles mtb gravel downhill cyclist biker riding off road single track dirt", excellent, Thule," racks, fenders, bags",,, Circuit XT,,,,
5563,75.0,boulder,https://boulder.craigslist.org/bop/d/hygiene-bike-bumper-rack-for-rv-new-in/7467918394.html,2022-04-16 14:59,2 Bike Bumper Rack for RV - NEW IN BOX!!!,3,,,,,"*Yes, it is still available...don't ask! *No calls/texts, email only *No delivery or meeting halfway *Price is FIRM - NO HAGGLING  New in Box  holds 2 bikes  Easy installation! Attaches to your RV's rear bumper with two big u-bolt brackets (designed for standard square trailer bumpers). So, if you don't have a hitch on the back of your RV and don't want to spend a few hundred dollars to have one installed, this will get you by. all items are in the box in sealed bags, never used it  $75 FIRM...cash or Venmo",,,,,,,,,,
5564,225.0,boulder,https://boulder.craigslist.org/bik/d/boulder-specialized-globe-carmel-2009/7472101692.html,2022-04-16 12:08,"Specialized Globe Carmel 2009 (Women, Small)",0, aluminum, other, Small, 26 in,"Used Specialized Globe Carmel 2009 (Women, Small) in a very good condition.  Some generic information can be found under:  https://99spokes.com/bikes/specialized/2009/globe-carmel-1-26",, Specialized,,,, Globe Carmel,,, suspension fork (hardtail),
5565,20.0,boulder,https://boulder.craigslist.org/bop/d/lafayette-rockymounts-drive-shaft-thru/7472076033.html,2022-04-16 11:18,RockyMounts Drive Shaft Thru-Axle Bike Rack Adapter,0,,,,,,,,,,,,,,,
5566,180.0,boulder,https://boulder.craigslist.org/bik/d/lafayette-raleigh-talon-comfort-inch/7466795723.html,2022-04-16 10:13,Raleigh Talon Comfort 19 1/2 Inch,12, steel, hybrid/comfort, 19 1/2 inch, 26 in,"Steel, New Tires, Just tuned so it all works( with new SS shift cables) and simple to maintain.Made in USA! These were forever bikes.",,,,,,,,,,
5567,160.0,boulder,https://boulder.craigslist.org/bik/d/lafayette-panasonic-step-through-steel/7466007246.html,2022-04-16 10:13,"Panasonic step through ""Steel Lugged""",6, steel, mountain, 18 inch, 26 in,"Yes, Panasonic made bikes. All new Cables, newer Tires,Chain, Grips. Shimano MT. Gears and derailluers. Great commuter and easy on and off. Frame has blemishes but NO dings,bends or bumps. Properly maintained these were forever bikes. Just put a new Jeans seat on:).",,,,,,,,,,
5568,400.0,boulder,https://boulder.craigslist.org/bop/d/boulder-i9-industry-nine-hubs-24h-cl/7472019245.html,2022-04-16 09:27,I9- Industry Nine Hubs 24h CL Disc,2,,,,,"Pair of 24 hole Industry Nine (I9) Torch Gravel/Road Disc Hubs. Centerlock with thru axle front and rear.  Build up your dream set of gravel wheels with these hubs. Used for one summer only, and not often as I have multiple bikes and wheels. Removed these from a set of ENVE wheels as I used the rims for another project.  They are in excellent condition.  Includes 12 and 15mm end caps for front, Shimano/SRAM freehub body and Campagnolo freehub body for rear. 24 hole. Sold as package only. New pair of these hubs sells for $625, without the extra parts.  Yours for $400 cash. Call or text only, see pics for contact method.", like new, I9, hubs,,, Torch,,,,
5569,200.0,boulder,https://boulder.craigslist.org/bik/d/boulder-isla-16-inch-kids-bike/7471886763.html,2022-04-15 20:23,Isla 16 inch Kids Bike,0,,,,,,,,,,,,,,,
5570,15999.0,boulder,https://boulder.craigslist.org/trb/d/jamestown-enclosed-vnose-trailers-20ft/7471875107.html,2022-04-15 19:31,ENCLOSED VNOSE TRAILERS 20FT 24FT 28FT 32FT FINANCING IS AVAILABLE,24,,,,,"WE ARE A FACTORY DIRECT TRAILER DEALER ALL TRAILERS ARE DELIVERED TO YOUR DOOR FROM THE FACTORY DELIVERY IS FREE IN MOST STATES 15% DEPOSIT REQUIED TO PLACE ORDER BALANCE DUE TO DRIVER WHEN TRAILER IS DELIVERED DELIVERY USUALLY TAKE ABOUT A WEEK ON STANDARD IN STOCK TRAILERS CHECK OUT OUR WEBSITE FOR MORE INFO OR GIVE US A CALL  BIGENCLOSEDTRAILERS.COM  FINANCING IS AVAILABLE  516 503 2826 CALL OR TEXT NOW  BIGENCLOSEDTRAILERS.COM  STANDARD CAR/CARGO HAULERS 8.5 x 20’ $15999 DELIVERED TO YOU 8.5 x 24’ $16999 DELIVERED TO YOU 8.5 x 28’ $17999 DELIVERED TO YOU 8.5 x 32' $19999 DELIVERED TO YOU 24' Blackout Trailer $17999 DELIVERED TO YOU 24' Snowmobile ATV Drive through Trailer--Free Delivery--$17999.00 Triple Axle 32ft with 5200lb axles $24999 BLACK AND WHITE ARE STANDARD COLORS CUSTOM COLORS ARE AVAILABLE AT AN EXTRA COST AND TAKE LONG TO BUILD  FULLY FINISHED RACE CAR TRAILERS ALSO AVAILABLE  BIGENCLOSEDTRAILERS.COM  516-503-2826  RACE CAR TRAILERS 28FT $29999 32FT $34999 36FT $38999 TRIPLE AXLE   MOST RACE CAR TRAILERS ARE CUSTOM BUILT AND TAKE 12 TO 14 WEEKS TO BUILD MAYBE LONGER IN CERTAIN CASES DUE TO COLORS AND EXACT OPTIONS REQUESTED SEE LIST OF UPGRADES AND OPTIONS ON OUR WEBSITE BIGENCLOSEDTRAILERS.COM  BIGENCLOSEDTRAILERS.COM  CUSTOM TRAILERS TAKES 10 TO 12 WEEKS TO BUILD MOST STANDARD TRAILER SIZES IN STOCK AND READY TO GO  VISIT OUR WEBSITE BIGENCLOSEDTRAILERS.COM  Custom colors and options are available Trailers are aluminum body on steel frame with Plywood interior Features: radial tires-led lights-emergency brake away Brakes on both axles-Dual 5200lb axles OR 3500lb axles-rear ramp door- Side door-locks on both doors  ALL STANDARD TRAILERS--- --6 1/2 interior height ---unfinished plywood interior ---Aluminum Body on Steel Frame ---Side Escape Door-$550 extra-makes it easy to open the car door when you pull it in the trailer ---3500LB DOUBLE AXLES-UPGRADED AXLES AVAILABLE   Enclosed Vnose Trailers Great for Toys Cars Motorcycles ATVS UTVS Moving Storage 6 X 12 $11999 Singles axle 7 x 16 dual axle $13999  CALL OR TEXT 516 503 2826 STEVE WWW.BIGENCLOSEDTRAILERS.COM FINANCING IS AVAILABLE WWW.BIGENCLOSEDTRAILERS.COM  ALL TRAILERS MUST BE DELIVERED AS THEY COME STRAIGHT FROM THE FACTORY TO YOUR FRONT DOOR 15% DEPOSIT REQUIRED     There are several uses for a utility trailer. Here is a glimpse at just the top ten uses of utility trailers:  1.Automobiles: From time to time it becomes necessary to haul an inoperable car or truck. Tow trucks are expensive, especially if the distance is great. A utility trailer is a great way to haul vehicles and a good investment if you need to do so regularly.  2.Boats: If you have a boat, you will need a utility trailer to get it to and from the water.  3.Lawn Care Equipment: If you live in a rural area, you may find that you need to haul your mowing equipment from one piece of your property to another. Packing equipment and loading it into a pickup truck bed can get old very quickly. A utility trailer will allow you to drive your equipment right up onto the trailer without the aid of ramps or two strong men.  4.Furniture: Moving furniture is a breeze with a utility trailer. Furniture dollies roll right up onto the trailer and you can haul more than you can with a pickup.  5.Building Supplies: Do you have projects that need to be done around the house? Pick up your own building supplies and save on delivery fees.  6.Bikes, Motorcycles, and ATVs: Recreational vehicles are best hauled on a utility trailer.  7.Livestock: An enclosed utility trailer is most often used to haul livestock.  8.Auction and Flea Markets: If you frequent auctions and flea markets, you will need the hauling capability to bring home your inexpensive and rare finds.  9.Appliances: Utility trailers are ideal for hauling appliances.  10.Debris and Trash: Loading trash in and out of your pickup bed can be cumbersome and clean up can be messy, but it would be worse to have to haul trash in your SUV. Clean up after a big job is a lot easier with a utility trailer.  As you can see, there are many reasons why an investment in a utility trailer is a smart move. I'm sure that with a little time, and its easy availability, you will come up with even more ways to use a trailer  ATV UTV SXS MOTORCYCLE BIKE TRANSPORT HAUL MOVE CAR TRUCK MOVING TRAVELING STORAGE CARGO LOADS AUTHORITY BOAT HAULING BUSINESS BUSINESS FOR SALE JOB SALES CONSTRUCTION EQUIPMENT STEEL RAZOR SNOWMOBILE POLARIS YAHAMA WILD CAT MACHINE AUTOMOBILE AUTO VAN TOWING TOW VECHICLE SNOW RAIN BOX TRUCK FLATBED GOOSNECK BUMPER PULL HITCH BALL WEATHER BUY WOOD Westchester County, NY Amawalk, Annsville, Archville, Ardsley, Ardsley-on-Hudson, Armawalk, Armonk, Arthur Manor, Banksville, Bayberry Park, Bedford, Bedford Center, Bedford Hills, Beech Hill, Beechmont, Beechmont Woods, Bonnie Crest, Boutonville, Briarcliff Manor, Bronxville, Bronxville Heights, Bryn Mawr Park, Buchanan, Buckhout Corners, Butlerville, Cecil Park, Cedar Knolls, Chappaqua, Chauncey, Chester Hill Park, Chimney Corners, Colonial Acres, Colonial Heights, Crestwood, Crestwood Gardens, Crompond, Cross River, Croton Falls, Croton Heights, Croton-on-Hudson, Crotonville, Crugers, Dobbs Ferry, Dunwoodie, Dunwoodie Heights, East Irvington, East White Plains, East Woods, Eastchester, Eastview, Elmsford, Elmsmere, Fairview, Fleetwood, Forest Knolls, Fox Meadow, Furnace Woods, Gallows Hill, Glendale, Glenville, Glenwood, Goldens Bridge, Graham, Granite Springs, Grant Corner, Greenhaven, Greenville, Grey Oaks, Greystone, Gunther Park, Harrison, Hartsdale, Hastings-on-Hudson, Hawthorne, Heath Ridge, Heathcote, Heritage Hills, Homestead Park, Horseshoe Hill, Horton Estates, Huguenot Park, Irvington, Isle of San Souci, Jefferson Valley, Katonah, Kitchawan, Lake Katonah, Lake Lincolndale, Lake Mohegan, Lake Purdy, Larchmont, Lawrence Park, Lewisboro, Lincoln, Lincolndale, Lowerre, Ludlow, Mamaroneck, Maplewood, Mariandale, Millwood, Milton, Mohegan Heights, Mohegan Lake, Montrose, Mount Airy, Mount Hope, Mount Kisco, Mount Pleasant, Mount Vernon, Murdock Woods, Murray Hill, Nepera Park, Nepperhan, New Rochelle, North Salem, North White Plains, Oceola Lake, Orienta, Oscawana, Ossining, Park Hill, Parkside, Peekskill, Pelham, Pelham Manor, Philipse Manor, Pinebrook, Pinebrook Heights, Pleasantside, Pleasantville, Pocantico Hills, Port Chester, Pound Ridge, Purchase, Purdys, Purdys Grove, Quaker Ridge, Quarry Heights, Residence Park, Ridgeway, Rochelle Heights, Rochelle Park, Roe Park, Rosedale, Rye, Rye Brook, Salem Center, Sarles Corners, Scarborough, Scarsdale, Scarsdale Downs, Scarsdale Park, Scotts Corners, Secor Gardens, Shenorock, Sherman Park, Shore Acres, Shrub Oak, Sleepy Hollow, Sleepy Hollow Manor, Somers, South Salem, Sparta, Spring Valley, Stanwood, Sun Haven, Sunny Brae, Tarrytown, Thornwood, Toddville, Tompkins Corners, Tuckahoe, Twin Lakes Village, Valhalla, Valley Pond Estates, Van Cortlandtville, Vernon Park, Verplanck, Victory Park, Vista, Waccabuc, Waverly, West Mount Vernon, White Birches, White Plains, Whitehall Corners, Wilmot Woods, Windmill Farm, Woodlands, Woodybrook, Worthington, Wykagyl, Wykagyl Park, Yonkers, Yorktown, Yorktown Heights, brooklyn, queens, manhattan, nyc, bronx, staten island, long island, hudson valley",,,,,,,,,,
